"Plot Title: greenhouse_1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 874406, SEN S/N: 874406)","Intensity, Lux (LGR S/N: 874406, SEN S/N: 874406)","Coupler Attached (LGR S/N: 874406)","Host Connected (LGR S/N: 874406)","Stopped (LGR S/N: 874406)","End Of File (LGR S/N: 874406)"
148,07/21/24 03:00:00  PM,31.370,22044.6,,,,
149,07/21/24 04:00:00  PM,31.778,15844.5,,,,
150,07/21/24 05:00:00  PM,30.356,1722.2,,,,
151,07/21/24 06:00:00  PM,30.255,2497.2,,,,
152,07/21/24 07:00:00  PM,29.352,1173.3,,,,
153,07/21/24 08:00:00  PM,28.258,570.5,,,,
154,07/21/24 09:00:00  PM,27.272,21.5,,,,
155,07/21/24 10:00:00  PM,26.195,0.0,,,,
156,07/21/24 11:00:00  PM,25.028,0.0,,,,
157,07/22/24 12:00:00  AM,23.966,0.0,,,,
158,07/22/24 01:00:00  AM,23.004,0.0,,,,
159,07/22/24 02:00:00  AM,22.046,0.0,,,,
160,07/22/24 03:00:00  AM,21.378,0.0,,,,
161,07/22/24 04:00:00  AM,20.901,0.0,,,,
162,07/22/24 05:00:00  AM,20.901,0.0,,,,
163,07/22/24 06:00:00  AM,20.710,43.1,,,,
164,07/22/24 07:00:00  AM,20.805,592.0,,,,
165,07/22/24 08:00:00  AM,21.473,3444.5,,,,
166,07/22/24 09:00:00  AM,23.004,4305.6,,,,
167,07/22/24 10:00:00  AM,24.641,5511.1,,,,
168,07/22/24 11:00:00  AM,26.879,8266.7,,,,
169,07/22/24 12:00:00  PM,29.053,11022.3,,,,
170,07/22/24 01:00:00  PM,30.963,13089.0,,,,
171,07/22/24 02:00:00  PM,32.497,17911.2,,,,
172,07/22/24 03:00:00  PM,31.983,6544.5,,,,
173,07/22/24 04:00:00  PM,32.291,12400.1,,,,
174,07/22/24 05:00:00  PM,31.676,4994.5,,,,
175,07/22/24 06:00:00  PM,30.255,1980.6,,,,
176,07/22/24 07:00:00  PM,29.053,1022.6,,,,
177,07/22/24 08:00:00  PM,27.961,505.9,,,,
178,07/22/24 09:00:00  PM,26.585,10.8,,,,
179,07/22/24 10:00:00  PM,25.513,0.0,,,,
180,07/22/24 11:00:00  PM,24.738,0.0,,,,
181,07/23/24 12:00:00  AM,24.062,0.0,,,,
182,07/23/24 01:00:00  AM,23.292,0.0,,,,
183,07/23/24 02:00:00  AM,22.525,0.0,,,,
184,07/23/24 03:00:00  AM,22.046,0.0,,,,
185,07/23/24 04:00:00  AM,21.664,0.0,,,,
186,07/23/24 05:00:00  AM,21.282,0.0,,,,
187,07/23/24 06:00:00  AM,20.805,10.8,,,,
188,07/23/24 07:00:00  AM,20.519,753.5,,,,
189,07/23/24 08:00:00  AM,20.996,3100.0,,,,
190,07/23/24 09:00:00  AM,22.429,4133.4,,,,
191,07/23/24 10:00:00  AM,24.158,3961.1,,,,
192,07/23/24 11:00:00  AM,26.000,7577.8,,,,
193,07/23/24 12:00:00  PM,28.159,10677.8,,,,
194,07/23/24 01:00:00  PM,30.054,13089.0,,,,
195,07/23/24 02:00:00  PM,31.574,14466.8,,,,
196,07/23/24 03:00:00  PM,32.086,20666.8,,,,
197,07/23/24 04:00:00  PM,31.983,4133.4,,,,
198,07/23/24 05:00:00  PM,30.558,1894.5,,,,
199,07/23/24 06:00:00  PM,30.558,3444.5,,,,
200,07/23/24 07:00:00  PM,29.652,1463.9,,,,
201,07/23/24 08:00:00  PM,28.555,398.3,,,,
202,07/23/24 09:00:00  PM,27.272,10.8,,,,
203,07/23/24 10:00:00  PM,26.292,0.0,,,,
204,07/23/24 11:00:00  PM,25.416,0.0,,,,
205,07/24/24 12:00:00  AM,24.641,0.0,,,,
206,07/24/24 01:00:00  AM,23.966,0.0,,,,
207,07/24/24 02:00:00  AM,23.292,0.0,,,,
208,07/24/24 03:00:00  AM,23.004,0.0,,,,
209,07/24/24 04:00:00  AM,22.621,0.0,,,,
210,07/24/24 05:00:00  AM,22.238,0.0,,,,
211,07/24/24 06:00:00  AM,21.951,10.8,,,,
212,07/24/24 07:00:00  AM,21.855,785.8,,,,
213,07/24/24 08:00:00  AM,22.142,1356.3,,,,
214,07/24/24 09:00:00  AM,22.621,1636.1,,,,
215,07/24/24 10:00:00  AM,23.004,2411.1,,,,
216,07/24/24 11:00:00  AM,23.773,5166.7,,,,
217,07/24/24 12:00:00  PM,25.125,5166.7,,,,
218,07/24/24 01:00:00  PM,26.585,13089.0,,,,
219,07/24/24 02:00:00  PM,26.879,5166.7,,,,
220,07/24/24 03:00:00  PM,26.488,2238.9,,,,
221,07/24/24 04:00:00  PM,27.468,10333.4,,,,
222,07/24/24 05:00:00  PM,27.862,11022.3,,,,
223,07/24/24 06:00:00  PM,27.370,5511.1,,,,
224,07/24/24 07:00:00  PM,26.488,1334.7,,,,
225,07/24/24 08:00:00  PM,25.513,645.8,,,,
226,07/24/24 09:00:00  PM,24.255,53.8,,,,
227,07/24/24 10:00:00  PM,23.100,0.0,,,,
228,07/24/24 11:00:00  PM,22.046,0.0,,,,
229,07/25/24 12:00:00  AM,21.378,0.0,,,,
230,07/25/24 01:00:00  AM,21.187,0.0,,,,
231,07/25/24 02:00:00  AM,20.996,0.0,,,,
232,07/25/24 03:00:00  AM,20.805,0.0,,,,
233,07/25/24 04:00:00  AM,20.710,0.0,,,,
234,07/25/24 05:00:00  AM,20.615,0.0,,,,
235,07/25/24 06:00:00  AM,20.519,21.5,,,,
236,07/25/24 07:00:00  AM,20.424,409.0,,,,
237,07/25/24 08:00:00  AM,21.187,3100.0,,,,
238,07/25/24 09:00:00  AM,22.621,4477.8,,,,
239,07/25/24 10:00:00  AM,24.738,5511.1,,,,
240,07/25/24 11:00:00  AM,26.683,8266.7,,,,
241,07/25/24 11:57:56  AM,,,Logged,,,
242,07/25/24 11:58:11  AM,,,,Logged,,
243,07/25/24 11:58:35  AM,,,,,Logged,Logged
