"Plot Title: greenhouse_2"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316939, SEN S/N: 10316939)","Intensity, Lux (LGR S/N: 10316939, SEN S/N: 10316939)","Coupler Attached (LGR S/N: 10316939)","Host Connected (LGR S/N: 10316939)","End Of File (LGR S/N: 10316939)"
52,07/17/24 03:00:00  PM,34.163,26178.0,,,
53,07/17/24 04:00:00  PM,33.848,14466.8,,,
54,07/17/24 05:00:00  PM,33.639,9300.1,,,
55,07/17/24 06:00:00  PM,33.222,4994.5,,,
56,07/17/24 07:00:00  PM,32.086,645.8,,,
57,07/17/24 08:00:00  PM,30.760,430.6,,,
58,07/17/24 09:00:00  PM,29.452,32.3,,,
59,07/17/24 10:00:00  PM,28.159,0.0,,,
60,07/17/24 11:00:00  PM,26.977,0.0,,,
61,07/18/24 12:00:00  AM,26.000,0.0,,,
62,07/18/24 01:00:00  AM,25.708,0.0,,,
63,07/18/24 02:00:00  AM,25.416,0.0,,,
64,07/18/24 03:00:00  AM,25.222,0.0,,,
65,07/18/24 04:00:00  AM,24.931,0.0,,,
66,07/18/24 05:00:00  AM,24.835,0.0,,,
67,07/18/24 06:00:00  AM,24.641,43.1,,,
68,07/18/24 07:00:00  AM,24.545,409.0,,,
69,07/18/24 08:00:00  AM,25.222,3272.2,,,
70,07/18/24 09:00:00  AM,26.390,5511.1,,,
71,07/18/24 10:00:00  AM,27.272,6544.5,,,
72,07/18/24 11:00:00  AM,27.862,8611.2,,,
73,07/18/24 12:00:00  PM,28.555,2927.8,,,
74,07/18/24 01:00:00  PM,29.652,5338.9,,,
75,07/18/24 02:00:00  PM,30.356,16533.4,,,
76,07/18/24 03:00:00  PM,30.255,7577.8,,,
77,07/18/24 04:00:00  PM,31.064,9644.5,,,
78,07/18/24 05:00:00  PM,31.370,8266.7,,,
79,07/18/24 06:00:00  PM,30.457,2583.4,,,
80,07/18/24 07:00:00  PM,29.452,1108.7,,,
81,07/18/24 08:00:00  PM,28.258,376.7,,,
82,07/18/24 09:00:00  PM,27.075,32.3,,,
83,07/18/24 10:00:00  PM,26.292,0.0,,,
84,07/18/24 11:00:00  PM,25.805,0.0,,,
85,07/19/24 12:00:00  AM,25.416,0.0,,,
86,07/19/24 01:00:00  AM,25.125,0.0,,,
87,07/19/24 02:00:00  AM,24.738,0.0,,,
88,07/19/24 03:00:00  AM,24.351,0.0,,,
89,07/19/24 04:00:00  AM,24.062,0.0,,,
90,07/19/24 05:00:00  AM,23.869,0.0,,,
91,07/19/24 06:00:00  AM,23.581,53.8,,,
92,07/19/24 07:00:00  AM,23.581,452.1,,,
93,07/19/24 08:00:00  AM,24.158,3100.0,,,
94,07/19/24 09:00:00  AM,25.610,6200.0,,,
95,07/19/24 10:00:00  AM,27.665,8611.2,,,
96,07/19/24 11:00:00  AM,29.352,9300.1,,,
97,07/19/24 12:00:00  PM,30.760,13089.0,,,
98,07/19/24 01:00:00  PM,32.188,19289.0,,,
99,07/19/24 02:00:00  PM,32.807,22044.6,,,
100,07/19/24 03:00:00  PM,32.807,11022.3,,,
101,07/19/24 04:00:00  PM,32.394,18600.1,,,
102,07/19/24 05:00:00  PM,32.394,9644.5,,,
103,07/19/24 06:00:00  PM,31.472,6200.0,,,
104,07/19/24 07:00:00  PM,30.255,645.8,,,
105,07/19/24 08:00:00  PM,28.953,344.4,,,
106,07/19/24 09:00:00  PM,27.862,32.3,,,
107,07/19/24 10:00:00  PM,26.781,0.0,,,
108,07/19/24 11:00:00  PM,25.708,0.0,,,
109,07/20/24 12:00:00  AM,24.835,0.0,,,
110,07/20/24 01:00:00  AM,24.158,0.0,,,
111,07/20/24 02:00:00  AM,23.581,0.0,,,
112,07/20/24 03:00:00  AM,23.581,0.0,,,
113,07/20/24 04:00:00  AM,23.677,0.0,,,
114,07/20/24 05:00:00  AM,23.677,0.0,,,
115,07/20/24 06:00:00  AM,23.773,43.1,,,
116,07/20/24 07:00:00  AM,23.966,505.9,,,
117,07/20/24 08:00:00  AM,24.641,2927.8,,,
118,07/20/24 09:00:00  AM,26.097,4994.5,,,
119,07/20/24 10:00:00  AM,28.258,9300.1,,,
120,07/20/24 11:00:00  AM,30.154,8611.2,,,
121,07/20/24 12:00:00  PM,31.370,12400.1,,,
122,07/20/24 01:00:00  PM,32.497,14466.8,,,
123,07/20/24 02:00:00  PM,33.639,22044.6,,,
124,07/20/24 03:00:00  PM,33.953,11711.2,,,
125,07/20/24 04:00:00  PM,33.848,14466.8,,,
126,07/20/24 05:00:00  PM,33.535,7233.4,,,
127,07/20/24 06:00:00  PM,32.807,2755.6,,,
128,07/20/24 07:00:00  PM,31.574,785.8,,,
129,07/20/24 08:00:00  PM,30.356,968.8,,,
130,07/20/24 09:00:00  PM,29.053,21.5,,,
131,07/20/24 10:00:00  PM,27.862,0.0,,,
132,07/20/24 11:00:00  PM,26.879,0.0,,,
133,07/21/24 12:00:00  AM,26.000,0.0,,,
134,07/21/24 01:00:00  AM,25.222,0.0,,,
135,07/21/24 02:00:00  AM,24.545,0.0,,,
136,07/21/24 03:00:00  AM,24.062,0.0,,,
137,07/21/24 04:00:00  AM,23.677,0.0,,,
138,07/21/24 05:00:00  AM,23.292,0.0,,,
139,07/21/24 06:00:00  AM,23.100,10.8,,,
140,07/21/24 07:00:00  AM,23.196,613.5,,,
141,07/21/24 08:00:00  AM,23.581,1377.8,,,
142,07/21/24 09:00:00  AM,24.545,3788.9,,,
143,07/21/24 10:00:00  AM,26.683,9644.5,,,
144,07/21/24 11:00:00  AM,27.665,11022.3,,,
145,07/21/24 12:00:00  PM,29.152,12400.1,,,
146,07/21/24 01:00:00  PM,30.659,3272.2,,,
147,07/21/24 02:00:00  PM,32.086,4822.3,,,
148,07/21/24 03:00:00  PM,33.743,12400.1,,,
149,07/21/24 04:00:00  PM,34.374,13089.0,,,
150,07/21/24 05:00:00  PM,33.222,1808.3,,,
151,07/21/24 06:00:00  PM,32.807,2583.4,,,
152,07/21/24 07:00:00  PM,31.983,1184.0,,,
153,07/21/24 08:00:00  PM,30.862,570.5,,,
154,07/21/24 09:00:00  PM,29.752,21.5,,,
155,07/21/24 10:00:00  PM,28.655,0.0,,,
156,07/21/24 11:00:00  PM,27.567,0.0,,,
157,07/22/24 12:00:00  AM,26.585,0.0,,,
158,07/22/24 01:00:00  AM,25.610,0.0,,,
159,07/22/24 02:00:00  AM,24.835,0.0,,,
160,07/22/24 03:00:00  AM,24.158,0.0,,,
161,07/22/24 04:00:00  AM,23.773,0.0,,,
162,07/22/24 05:00:00  AM,23.966,0.0,,,
163,07/22/24 06:00:00  AM,24.062,43.1,,,
164,07/22/24 07:00:00  AM,24.158,678.1,,,
165,07/22/24 08:00:00  AM,24.738,3444.5,,,
166,07/22/24 09:00:00  AM,26.195,4994.5,,,
167,07/22/24 10:00:00  AM,28.060,8611.2,,,
168,07/22/24 11:00:00  AM,30.356,8611.2,,,
169,07/22/24 12:00:00  PM,32.600,12400.1,,,
170,07/22/24 01:00:00  PM,34.374,16533.4,,,
171,07/22/24 02:00:00  PM,35.328,16533.4,,,
172,07/22/24 03:00:00  PM,34.479,6200.0,,,
173,07/22/24 04:00:00  PM,34.163,11022.3,,,
174,07/22/24 05:00:00  PM,33.639,4822.3,,,
175,07/22/24 06:00:00  PM,32.704,1980.6,,,
176,07/22/24 07:00:00  PM,31.574,1044.1,,,
177,07/22/24 08:00:00  PM,30.558,516.7,,,
178,07/22/24 09:00:00  PM,29.352,10.8,,,
179,07/22/24 10:00:00  PM,28.456,0.0,,,
180,07/22/24 11:00:00  PM,27.862,0.0,,,
181,07/23/24 12:00:00  AM,27.370,0.0,,,
182,07/23/24 01:00:00  AM,26.781,0.0,,,
183,07/23/24 02:00:00  AM,26.097,0.0,,,
184,07/23/24 03:00:00  AM,25.805,0.0,,,
185,07/23/24 04:00:00  AM,25.513,0.0,,,
186,07/23/24 05:00:00  AM,25.125,0.0,,,
187,07/23/24 06:00:00  AM,24.738,21.5,,,
188,07/23/24 07:00:00  AM,24.545,828.8,,,
189,07/23/24 08:00:00  AM,24.835,3100.0,,,
190,07/23/24 09:00:00  AM,26.292,4650.0,,,
191,07/23/24 10:00:00  AM,28.357,5166.7,,,
192,07/23/24 11:00:00  AM,30.255,8611.2,,,
193,07/23/24 12:00:00  PM,32.188,12400.1,,,
194,07/23/24 01:00:00  PM,34.058,16533.4,,,
195,07/23/24 02:00:00  PM,35.222,14466.8,,,
196,07/23/24 03:00:00  PM,35.115,10677.8,,,
197,07/23/24 04:00:00  PM,34.903,4133.4,,,
198,07/23/24 05:00:00  PM,33.535,1980.6,,,
199,07/23/24 06:00:00  PM,33.222,3444.5,,,
200,07/23/24 07:00:00  PM,32.497,1463.9,,,
201,07/23/24 08:00:00  PM,31.370,387.5,,,
202,07/23/24 09:00:00  PM,30.255,10.8,,,
203,07/23/24 10:00:00  PM,29.352,0.0,,,
204,07/23/24 11:00:00  PM,28.555,0.0,,,
205,07/24/24 12:00:00  AM,27.862,0.0,,,
206,07/24/24 01:00:00  AM,27.370,0.0,,,
207,07/24/24 02:00:00  AM,26.879,0.0,,,
208,07/24/24 03:00:00  AM,26.585,0.0,,,
209,07/24/24 04:00:00  AM,26.390,0.0,,,
210,07/24/24 05:00:00  AM,26.097,0.0,,,
211,07/24/24 06:00:00  AM,25.805,10.8,,,
212,07/24/24 07:00:00  AM,25.708,871.9,,,
213,07/24/24 08:00:00  AM,25.902,1463.9,,,
214,07/24/24 09:00:00  AM,26.488,1808.3,,,
215,07/24/24 10:00:00  AM,26.977,2497.2,,,
216,07/24/24 11:00:00  AM,27.862,6200.0,,,
217,07/24/24 12:00:00  PM,29.252,5511.1,,,
218,07/24/24 01:00:00  PM,30.760,14466.8,,,
219,07/24/24 02:00:00  PM,31.064,5511.1,,,
220,07/24/24 03:00:00  PM,30.760,2152.8,,,
221,07/24/24 04:00:00  PM,31.166,7577.8,,,
222,07/24/24 05:00:00  PM,31.268,8266.7,,,
223,07/24/24 06:00:00  PM,30.862,6200.0,,,
224,07/24/24 07:00:00  PM,30.054,1151.7,,,
225,07/24/24 08:00:00  PM,28.953,581.3,,,
226,07/24/24 09:00:00  PM,27.764,53.8,,,
227,07/24/24 10:00:00  PM,26.683,0.0,,,
228,07/24/24 11:00:00  PM,25.805,0.0,,,
229,07/25/24 12:00:00  AM,25.028,0.0,,,
230,07/25/24 01:00:00  AM,24.931,0.0,,,
231,07/25/24 02:00:00  AM,24.835,0.0,,,
232,07/25/24 03:00:00  AM,24.835,0.0,,,
233,07/25/24 04:00:00  AM,24.835,0.0,,,
234,07/25/24 05:00:00  AM,24.931,0.0,,,
235,07/25/24 06:00:00  AM,24.931,21.5,,,
236,07/25/24 07:00:00  AM,24.931,409.0,,,
237,07/25/24 08:00:00  AM,25.513,2927.8,,,
238,07/25/24 09:00:00  AM,26.977,4822.3,,,
239,07/25/24 10:00:00  AM,29.152,8611.2,,,
240,07/25/24 11:00:00  AM,32.086,8266.7,,,
241,07/25/24 12:00:00  PM,22.525,10.8,,,
242,07/25/24 12:00:05  PM,,,Logged,,
243,07/25/24 12:00:14  PM,,,,Logged,Logged
