Plot Title: 4,,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316906, SEN S/N: 10316906)","Intensity, Lux (LGR S/N: 10316906, SEN S/N: 10316906)",Coupler Detached (LGR S/N: 10316906),Coupler Attached (LGR S/N: 10316906),Host Connected (LGR S/N: 10316906),Stopped (LGR S/N: 10316906),End Of File (LGR S/N: 10316906)
45,05/18/22 12:24:04  PM,18.331,2325,,,,,
46,05/18/22 12:24:34  PM,18.236,3272.2,,,,,
47,05/18/22 12:25:04  PM,18.236,2497.2,,,,,
48,05/18/22 12:25:34  PM,18.14,2066.7,,,,,
49,05/18/22 12:26:04  PM,18.14,3444.5,,,,,
50,05/18/22 12:26:34  PM,18.14,2755.6,,,,,
51,05/18/22 12:27:04  PM,18.14,3272.2,,,,,
52,05/18/22 12:27:34  PM,18.045,2755.6,,,,,
53,05/18/22 12:28:04  PM,18.045,3444.5,,,,,
54,05/18/22 12:28:34  PM,18.045,3272.2,,,,,
55,05/18/22 12:29:04  PM,18.045,3272.2,,,,,
56,05/18/22 12:29:34  PM,18.045,3272.2,,,,,
57,05/18/22 12:30:04  PM,17.95,2755.6,,,,,
58,05/18/22 12:30:34  PM,17.95,2325,,,,,
59,05/18/22 12:31:04  PM,17.95,2411.1,,,,,
60,05/18/22 12:31:34  PM,17.95,2927.8,,,,,
61,05/18/22 12:32:04  PM,17.95,2066.7,,,,,
62,05/18/22 12:32:34  PM,17.95,2066.7,,,,,
63,05/18/22 12:33:04  PM,17.95,3444.5,,,,,
64,05/18/22 12:33:34  PM,17.95,2238.9,,,,,
65,05/18/22 12:34:04  PM,17.95,2755.6,,,,,
66,05/18/22 12:34:34  PM,17.95,2755.6,,,,,
67,05/18/22 12:35:04  PM,17.95,2325,,,,,
68,05/18/22 12:35:34  PM,17.95,3444.5,,,,,
69,05/18/22 12:36:04  PM,17.95,2152.8,,,,,
70,05/18/22 12:36:34  PM,17.95,3100,,,,,
71,05/18/22 12:37:04  PM,17.95,2066.7,,,,,
72,05/18/22 12:37:34  PM,17.95,2497.2,,,,,
73,05/18/22 12:38:04  PM,17.95,2755.6,,,,,
74,05/18/22 12:38:34  PM,17.95,3272.2,,,,,
75,05/18/22 12:39:04  PM,17.95,3272.2,,,,,
76,05/18/22 12:39:34  PM,17.95,2755.6,,,,,
77,05/18/22 12:40:04  PM,17.95,3100,,,,,
78,05/18/22 12:40:34  PM,18.045,2669.5,,,,,
79,05/18/22 12:41:04  PM,18.045,3444.5,,,,,
80,05/18/22 12:41:34  PM,18.14,3272.2,,,,,
81,05/18/22 12:42:04  PM,18.14,1980.6,,,,,
82,05/18/22 12:42:34  PM,18.14,2583.4,,,,,
83,05/18/22 12:43:04  PM,18.14,2583.4,,,,,
84,05/18/22 12:43:34  PM,18.14,2066.7,,,,,
85,05/18/22 12:44:04  PM,18.14,2755.6,,,,,
86,05/18/22 12:44:34  PM,18.14,3100,,,,,
87,05/18/22 12:45:04  PM,18.14,2497.2,,,,,
88,05/18/22 12:45:34  PM,18.14,2497.2,,,,,
89,05/18/22 12:46:04  PM,18.045,2152.8,,,,,
90,05/18/22 12:46:34  PM,18.045,2583.4,,,,,
91,05/18/22 12:47:04  PM,18.045,2152.8,,,,,
92,05/18/22 12:47:34  PM,18.045,2066.7,,,,,
93,05/18/22 12:48:04  PM,18.045,3444.5,,,,,
94,05/18/22 12:48:34  PM,18.045,2066.7,,,,,
95,05/18/22 12:49:04  PM,17.95,2238.9,,,,,
96,05/18/22 12:49:34  PM,17.95,1980.6,,,,,
97,05/18/22 12:50:04  PM,17.95,2066.7,,,,,
98,05/18/22 12:50:34  PM,17.95,3444.5,,,,,
99,05/18/22 12:51:04  PM,17.95,2066.7,,,,,
100,05/18/22 12:51:34  PM,17.95,2927.8,,,,,
101,05/18/22 12:52:04  PM,17.95,3272.2,,,,,
102,05/18/22 12:52:34  PM,17.95,2927.8,,,,,
103,05/18/22 12:53:04  PM,17.95,3444.5,,,,,
104,05/18/22 12:53:34  PM,17.95,3272.2,,,,,
105,05/18/22 12:54:04  PM,17.95,3444.5,,,,,
106,05/18/22 12:54:34  PM,17.95,2152.8,,,,,
107,05/18/22 12:55:04  PM,17.95,2238.9,,,,,
108,05/18/22 12:55:34  PM,17.95,2238.9,,,,,
109,05/18/22 12:56:04  PM,17.95,3100,,,,,
110,05/18/22 12:56:34  PM,17.95,2411.1,,,,,
111,05/18/22 12:57:04  PM,17.95,2066.7,,,,,
112,05/18/22 12:57:34  PM,17.95,3444.5,,,,,
113,05/18/22 12:58:04  PM,17.95,3444.5,,,,,
114,05/18/22 12:58:34  PM,17.95,2325,,,,,
115,05/18/22 12:59:04  PM,17.95,2497.2,,,,,
116,05/18/22 12:59:34  PM,18.045,3444.5,,,,,
117,05/18/22 01:00:04  PM,18.045,2583.4,,,,,
118,05/18/22 01:00:34  PM,18.045,3100,,,,,
119,05/18/22 01:01:04  PM,18.045,2755.6,,,,,
120,05/18/22 01:01:34  PM,18.045,2927.8,,,,,
121,05/18/22 01:02:04  PM,18.045,1894.5,,,,,
122,05/18/22 01:02:34  PM,18.14,2669.5,,,,,
123,05/18/22 01:03:04  PM,18.236,3272.2,,,,,
124,05/18/22 01:03:34  PM,18.236,2152.8,,,,,
125,05/18/22 01:04:04  PM,18.331,2066.7,,,,,
126,05/18/22 01:04:34  PM,18.426,2497.2,,,,,
127,05/18/22 01:05:04  PM,18.426,2238.9,,,,,
128,05/18/22 01:05:34  PM,18.521,2066.7,,,,,
129,05/18/22 01:06:04  PM,18.521,1980.6,,,,,
130,05/18/22 01:06:34  PM,18.521,3272.2,,,,,
131,05/18/22 01:07:04  PM,18.521,2152.8,,,,,
132,05/18/22 01:07:34  PM,18.521,2927.8,,,,,
133,05/18/22 01:08:04  PM,18.521,2755.6,,,,,
134,05/18/22 01:08:34  PM,18.521,3444.5,,,,,
135,05/18/22 01:09:04  PM,18.521,2755.6,,,,,
136,05/18/22 01:09:34  PM,18.521,2669.5,,,,,
137,05/18/22 01:10:04  PM,18.521,2755.6,,,,,
138,05/18/22 01:10:34  PM,18.521,2238.9,,,,,
139,05/18/22 01:11:04  PM,18.521,2238.9,,,,,
140,05/18/22 01:11:34  PM,18.521,2325,,,,,
141,05/18/22 01:12:04  PM,18.521,2669.5,,,,,
142,05/18/22 01:12:34  PM,18.521,2755.6,,,,,
143,05/18/22 01:13:04  PM,18.521,2755.6,,,,,
144,05/18/22 01:13:34  PM,18.521,2238.9,,,,,
145,05/18/22 01:14:04  PM,18.521,1980.6,,,,,
146,05/18/22 01:14:34  PM,18.521,2927.8,,,,,
147,05/18/22 01:15:04  PM,18.521,3444.5,,,,,
148,05/18/22 01:15:34  PM,18.521,3272.2,,,,,
149,05/18/22 01:16:04  PM,18.521,2325,,,,,
150,05/18/22 01:16:34  PM,18.521,2411.1,,,,,
151,05/18/22 01:17:04  PM,18.521,3100,,,,,
152,05/18/22 01:17:34  PM,18.521,3272.2,,,,,
153,05/18/22 01:18:04  PM,18.521,2152.8,,,,,
154,05/18/22 01:18:34  PM,18.521,3444.5,,,,,
155,05/18/22 01:19:04  PM,18.521,2755.6,,,,,
156,05/18/22 01:19:34  PM,18.521,3100,,,,,
157,05/18/22 01:20:04  PM,18.521,2238.9,,,,,
158,05/18/22 01:20:34  PM,18.521,3444.5,,,,,
159,05/18/22 01:21:04  PM,18.521,2152.8,,,,,
160,05/18/22 01:21:34  PM,18.521,2669.5,,,,,
161,05/18/22 01:22:04  PM,18.426,2238.9,,,,,
162,05/18/22 01:22:34  PM,18.426,2755.6,,,,,
163,05/18/22 01:23:04  PM,18.426,3444.5,,,,,
164,05/18/22 01:23:34  PM,18.521,3444.5,,,,,
165,05/18/22 01:24:04  PM,18.426,2411.1,,,,,
166,05/18/22 01:24:34  PM,18.426,3444.5,,,,,
167,05/18/22 01:25:04  PM,18.426,3444.5,,,,,
168,05/18/22 01:25:34  PM,18.426,2066.7,,,,,
169,05/18/22 01:26:04  PM,18.426,2497.2,,,,,
170,05/18/22 01:26:34  PM,18.426,3444.5,,,,,
171,05/18/22 01:27:04  PM,18.426,2066.7,,,,,
172,05/18/22 01:27:34  PM,18.426,3444.5,,,,,
173,05/18/22 01:28:04  PM,18.521,2497.2,,,,,
174,05/18/22 01:28:34  PM,18.426,2927.8,,,,,
175,05/18/22 01:29:04  PM,18.426,2325,,,,,
176,05/18/22 01:29:34  PM,18.521,2066.7,,,,,
177,05/18/22 01:30:04  PM,18.521,3272.2,,,,,
178,05/18/22 01:30:34  PM,18.426,2238.9,,,,,
179,05/18/22 01:31:04  PM,18.521,3272.2,,,,,
180,05/18/22 01:31:34  PM,18.521,2755.6,,,,,
181,05/18/22 01:32:04  PM,18.521,3100,,,,,
182,05/18/22 01:32:34  PM,18.521,3272.2,,,,,
183,05/18/22 01:33:04  PM,18.521,3444.5,,,,,
184,05/18/22 01:33:34  PM,18.521,2066.7,,,,,
185,05/18/22 01:34:04  PM,18.521,2755.6,,,,,
186,05/18/22 01:34:34  PM,18.521,2066.7,,,,,
187,05/18/22 01:35:04  PM,18.521,3444.5,,,,,
188,05/18/22 01:35:34  PM,18.521,3100,,,,,
189,05/18/22 01:36:04  PM,18.521,2066.7,,,,,
190,05/18/22 01:36:34  PM,18.521,2152.8,,,,,
191,05/18/22 01:37:04  PM,18.521,3444.5,,,,,
192,05/18/22 01:37:34  PM,18.521,3444.5,,,,,
193,05/18/22 01:38:04  PM,18.521,3100,,,,,
194,05/18/22 01:38:34  PM,18.521,3272.2,,,,,
195,05/18/22 01:39:04  PM,18.521,3272.2,,,,,
196,05/18/22 01:39:34  PM,18.521,2238.9,,,,,
197,05/18/22 01:40:04  PM,18.521,2411.1,,,,,
198,05/18/22 01:40:34  PM,18.521,3100,,,,,
199,05/18/22 01:41:04  PM,18.521,2152.8,,,,,
200,05/18/22 01:41:34  PM,18.616,2583.4,,,,,
201,05/18/22 01:42:04  PM,18.521,3272.2,,,,,
202,05/18/22 01:42:34  PM,18.616,3100,,,,,
203,05/18/22 01:43:04  PM,18.616,2497.2,,,,,
204,05/18/22 01:43:34  PM,18.616,1980.6,,,,,
205,05/18/22 01:44:04  PM,18.616,2066.7,,,,,
206,05/18/22 01:44:34  PM,18.616,3444.5,,,,,
207,05/18/22 01:45:04  PM,18.616,2238.9,,,,,
208,05/18/22 01:45:34  PM,18.616,3272.2,,,,,
209,05/18/22 01:46:04  PM,18.616,3444.5,,,,,
210,05/18/22 01:46:34  PM,18.616,2669.5,,,,,
211,05/18/22 01:47:04  PM,18.616,2583.4,,,,,
212,05/18/22 01:47:34  PM,18.616,3444.5,,,,,
213,05/18/22 01:48:04  PM,18.616,2152.8,,,,,
214,05/18/22 01:48:34  PM,18.616,3100,,,,,
215,05/18/22 01:49:04  PM,18.616,3100,,,,,
216,05/18/22 01:49:34  PM,18.616,2411.1,,,,,
217,05/18/22 01:50:04  PM,18.616,3444.5,,,,,
218,05/18/22 01:50:34  PM,18.616,2325,,,,,
219,05/18/22 01:51:04  PM,18.711,2669.5,,,,,
220,05/18/22 01:51:34  PM,18.711,2755.6,,,,,
221,05/18/22 01:52:04  PM,18.711,3272.2,,,,,
222,05/18/22 01:52:34  PM,18.711,2497.2,,,,,
223,05/18/22 01:53:04  PM,18.711,2669.5,,,,,
224,05/18/22 01:53:34  PM,18.711,2927.8,,,,,
225,05/18/22 01:54:04  PM,18.711,2238.9,,,,,
226,05/18/22 01:54:34  PM,18.711,2066.7,,,,,
227,05/18/22 01:55:04  PM,18.711,1980.6,,,,,
228,05/18/22 01:55:34  PM,18.711,2755.6,,,,,
229,05/18/22 01:56:04  PM,18.711,2927.8,,,,,
230,05/18/22 01:56:34  PM,18.711,1980.6,,,,,
231,05/18/22 01:57:04  PM,18.711,3444.5,,,,,
232,05/18/22 01:57:34  PM,18.711,1980.6,,,,,
233,05/18/22 01:58:04  PM,18.711,3100,,,,,
234,05/18/22 01:58:34  PM,18.806,3272.2,,,,,
235,05/18/22 01:59:04  PM,18.711,3100,,,,,
236,05/18/22 01:59:34  PM,18.806,2152.8,,,,,
237,05/18/22 02:00:04  PM,18.806,2583.4,,,,,
238,05/18/22 02:00:34  PM,18.806,3272.2,,,,,
239,05/18/22 02:01:04  PM,18.806,3444.5,,,,,
240,05/18/22 02:01:34  PM,18.806,3444.5,,,,,
241,05/18/22 02:02:04  PM,18.806,2583.4,,,,,
242,05/18/22 02:02:34  PM,18.806,1980.6,,,,,
243,05/18/22 02:03:04  PM,18.806,2066.7,,,,,
244,05/18/22 02:03:34  PM,18.806,2411.1,,,,,
245,05/18/22 02:04:04  PM,18.806,2066.7,,,,,
246,05/18/22 02:04:34  PM,18.806,2755.6,,,,,
247,05/18/22 02:05:04  PM,18.806,2927.8,,,,,
248,05/18/22 02:05:34  PM,18.806,3100,,,,,
249,05/18/22 02:06:04  PM,18.806,3444.5,,,,,
250,05/18/22 02:06:34  PM,18.806,3100,,,,,
251,05/18/22 02:07:04  PM,18.901,3272.2,,,,,
252,05/18/22 02:07:34  PM,18.901,3272.2,,,,,
253,05/18/22 02:08:04  PM,18.901,2238.9,,,,,
254,05/18/22 02:08:34  PM,18.901,3444.5,,,,,
255,05/18/22 02:09:04  PM,18.901,2669.5,,,,,
256,05/18/22 02:09:34  PM,18.901,2325,,,,,
257,05/18/22 02:10:04  PM,18.901,2755.6,,,,,
258,05/18/22 02:10:34  PM,18.901,2238.9,,,,,
259,05/18/22 02:11:04  PM,18.996,2669.5,,,,,
260,05/18/22 02:11:34  PM,18.996,2238.9,,,,,
261,05/18/22 02:12:04  PM,18.996,3272.2,,,,,
262,05/18/22 02:12:34  PM,18.996,3272.2,,,,,
263,05/18/22 02:13:04  PM,18.996,3272.2,,,,,
264,05/18/22 02:13:34  PM,18.996,3444.5,,,,,
265,05/18/22 02:14:04  PM,18.996,2927.8,,,,,
266,05/18/22 02:14:34  PM,18.996,3444.5,,,,,
267,05/18/22 02:15:04  PM,19.092,3444.5,,,,,
268,05/18/22 02:15:34  PM,19.092,2755.6,,,,,
269,05/18/22 02:16:04  PM,19.092,2583.4,,,,,
270,05/18/22 02:16:34  PM,19.092,3272.2,,,,,
271,05/18/22 02:17:04  PM,19.092,2325,,,,,
272,05/18/22 02:17:34  PM,19.092,3444.5,,,,,
273,05/18/22 02:18:04  PM,19.187,3272.2,,,,,
274,05/18/22 02:18:34  PM,19.187,3444.5,,,,,
275,05/18/22 02:19:04  PM,19.187,3272.2,,,,,
276,05/18/22 02:19:34  PM,19.187,2583.4,,,,,
277,05/18/22 02:20:04  PM,19.187,3444.5,,,,,
278,05/18/22 02:20:34  PM,19.187,3444.5,,,,,
279,05/18/22 02:21:04  PM,19.187,2927.8,,,,,
280,05/18/22 02:21:34  PM,19.282,3444.5,,,,,
281,05/18/22 02:22:04  PM,19.282,2583.4,,,,,
282,05/18/22 02:22:34  PM,19.282,3444.5,,,,,
283,05/18/22 02:23:04  PM,19.282,3444.5,,,,,
284,05/18/22 02:23:34  PM,19.282,2497.2,,,,,
285,05/18/22 02:24:04  PM,19.377,3272.2,,,,,
286,05/18/22 02:24:34  PM,19.377,2152.8,,,,,
287,05/18/22 02:25:04  PM,19.377,3444.5,,,,,
288,05/18/22 02:25:34  PM,19.377,2152.8,,,,,
289,05/18/22 02:26:04  PM,19.377,3444.5,,,,,
290,05/18/22 02:26:34  PM,19.472,2411.1,,,,,
291,05/18/22 02:27:04  PM,19.472,3444.5,,,,,
292,05/18/22 02:27:34  PM,19.472,3272.2,,,,,
293,05/18/22 02:28:04  PM,19.472,2066.7,,,,,
294,05/18/22 02:28:34  PM,19.472,2669.5,,,,,
295,05/18/22 02:29:04  PM,19.472,3272.2,,,,,
296,05/18/22 02:29:34  PM,19.567,3444.5,,,,,
297,05/18/22 02:30:04  PM,19.567,1980.6,,,,,
298,05/18/22 02:30:34  PM,19.567,3100,,,,,
299,05/18/22 02:31:04  PM,19.567,3444.5,,,,,
300,05/18/22 02:31:34  PM,19.567,3444.5,,,,,
301,05/18/22 02:32:04  PM,19.662,3444.5,,,,,
302,05/18/22 02:32:34  PM,19.662,3272.2,,,,,
303,05/18/22 02:33:04  PM,19.662,3444.5,,,,,
304,05/18/22 02:33:34  PM,19.662,3444.5,,,,,
305,05/18/22 02:34:04  PM,19.662,2755.6,,,,,
306,05/18/22 02:34:34  PM,19.758,3100,,,,,
307,05/18/22 02:35:04  PM,19.758,2497.2,,,,,
308,05/18/22 02:35:34  PM,19.758,3444.5,,,,,
309,05/18/22 02:36:04  PM,19.758,1980.6,,,,,
310,05/18/22 02:36:34  PM,19.758,1980.6,,,,,
311,05/18/22 02:37:04  PM,19.758,3444.5,,,,,
312,05/18/22 02:37:34  PM,19.758,3100,,,,,
313,05/18/22 02:38:04  PM,19.853,2927.8,,,,,
314,05/18/22 02:38:34  PM,19.853,2755.6,,,,,
315,05/18/22 02:39:04  PM,19.853,2238.9,,,,,
316,05/18/22 02:39:34  PM,19.853,2066.7,,,,,
317,05/18/22 02:40:04  PM,19.853,1980.6,,,,,
318,05/18/22 02:40:34  PM,19.853,2325,,,,,
319,05/18/22 02:41:04  PM,19.853,2238.9,,,,,
320,05/18/22 02:41:34  PM,19.853,3272.2,,,,,
321,05/18/22 02:42:04  PM,19.948,2238.9,,,,,
322,05/18/22 02:42:34  PM,19.948,2927.8,,,,,
323,05/18/22 02:43:04  PM,19.948,1980.6,,,,,
324,05/18/22 02:43:34  PM,19.948,3444.5,,,,,
325,05/18/22 02:44:04  PM,19.948,3444.5,,,,,
326,05/18/22 02:44:34  PM,19.948,2066.7,,,,,
327,05/18/22 02:45:04  PM,19.948,2238.9,,,,,
328,05/18/22 02:45:34  PM,19.948,2325,,,,,
329,05/18/22 02:46:04  PM,19.948,3444.5,,,,,
330,05/18/22 02:46:34  PM,19.948,2927.8,,,,,
331,05/18/22 02:47:04  PM,20.043,3272.2,,,,,
332,05/18/22 02:47:34  PM,20.043,3444.5,,,,,
333,05/18/22 02:48:04  PM,20.043,2755.6,,,,,
334,05/18/22 02:48:34  PM,20.043,2669.5,,,,,
335,05/18/22 02:49:04  PM,20.043,3100,,,,,
336,05/18/22 02:49:34  PM,20.043,3272.2,,,,,
337,05/18/22 02:50:04  PM,20.043,2927.8,,,,,
338,05/18/22 02:50:34  PM,20.043,3444.5,,,,,
339,05/18/22 02:51:04  PM,20.138,2238.9,,,,,
340,05/18/22 02:51:34  PM,20.138,2669.5,,,,,
341,05/18/22 02:52:04  PM,20.138,3444.5,,,,,
342,05/18/22 02:52:34  PM,20.138,3444.5,,,,,
343,05/18/22 02:53:04  PM,20.138,2755.6,,,,,
344,05/18/22 02:53:34  PM,20.138,3444.5,,,,,
345,05/18/22 02:54:04  PM,20.138,2583.4,,,,,
346,05/18/22 02:54:34  PM,20.138,2927.8,,,,,
347,05/18/22 02:55:04  PM,20.138,2669.5,,,,,
348,05/18/22 02:55:34  PM,20.138,3272.2,,,,,
349,05/18/22 02:56:04  PM,20.138,2583.4,,,,,
350,05/18/22 02:56:34  PM,20.234,2411.1,,,,,
351,05/18/22 02:57:04  PM,20.234,2927.8,,,,,
352,05/18/22 02:57:34  PM,20.234,2755.6,,,,,
353,05/18/22 02:58:04  PM,20.234,2238.9,,,,,
354,05/18/22 02:58:34  PM,20.234,3100,,,,,
355,05/18/22 02:59:04  PM,20.234,2927.8,,,,,
356,05/18/22 02:59:34  PM,20.234,3100,,,,,
357,05/18/22 03:00:04  PM,20.234,3100,,,,,
358,05/18/22 03:00:34  PM,20.234,1980.6,,,,,
359,05/18/22 03:01:04  PM,20.234,3272.2,,,,,
360,05/18/22 03:01:34  PM,20.234,2325,,,,,
361,05/18/22 03:02:04  PM,20.329,3272.2,,,,,
362,05/18/22 03:02:34  PM,20.329,2927.8,,,,,
363,05/18/22 03:03:04  PM,20.329,2497.2,,,,,
364,05/18/22 03:03:34  PM,20.329,2325,,,,,
365,05/18/22 03:04:04  PM,20.329,3100,,,,,
366,05/18/22 03:04:34  PM,20.329,3100,,,,,
367,05/18/22 03:05:04  PM,20.329,2238.9,,,,,
368,05/18/22 03:05:34  PM,20.329,2325,,,,,
369,05/18/22 03:06:04  PM,20.329,3444.5,,,,,
370,05/18/22 03:06:34  PM,20.329,3444.5,,,,,
371,05/18/22 03:07:04  PM,20.329,3272.2,,,,,
372,05/18/22 03:07:34  PM,20.329,2152.8,,,,,
373,05/18/22 03:08:04  PM,20.329,2755.6,,,,,
374,05/18/22 03:08:34  PM,20.329,3272.2,,,,,
375,05/18/22 03:09:04  PM,20.329,2583.4,,,,,
376,05/18/22 03:09:34  PM,20.329,2066.7,,,,,
377,05/18/22 03:10:04  PM,20.329,2325,,,,,
378,05/18/22 03:10:34  PM,20.329,2755.6,,,,,
379,05/18/22 03:11:04  PM,20.424,2755.6,,,,,
380,05/18/22 03:11:34  PM,20.424,1980.6,,,,,
381,05/18/22 03:12:04  PM,20.424,2583.4,,,,,
382,05/18/22 03:12:34  PM,20.424,3444.5,,,,,
383,05/18/22 03:13:04  PM,20.424,3272.2,,,,,
384,05/18/22 03:13:34  PM,20.424,2325,,,,,
385,05/18/22 03:14:04  PM,20.424,2066.7,,,,,
386,05/18/22 03:14:34  PM,20.424,3272.2,,,,,
387,05/18/22 03:15:04  PM,20.424,3100,,,,,
388,05/18/22 03:15:34  PM,20.424,3100,,,,,
389,05/18/22 03:16:04  PM,20.424,2066.7,,,,,
390,05/18/22 03:16:34  PM,20.424,3272.2,,,,,
391,05/18/22 03:17:04  PM,20.424,2325,,,,,
392,05/18/22 03:17:34  PM,20.424,3272.2,,,,,
393,05/18/22 03:18:04  PM,20.424,3272.2,,,,,
394,05/18/22 03:18:34  PM,20.424,1980.6,,,,,
395,05/18/22 03:19:04  PM,20.424,2152.8,,,,,
396,05/18/22 03:19:34  PM,20.424,1980.6,,,,,
397,05/18/22 03:20:04  PM,20.519,2755.6,,,,,
398,05/18/22 03:20:34  PM,20.519,2238.9,,,,,
399,05/18/22 03:21:04  PM,20.519,1980.6,,,,,
400,05/18/22 03:21:34  PM,20.519,3444.5,,,,,
401,05/18/22 03:22:04  PM,20.519,2325,,,,,
402,05/18/22 03:22:34  PM,20.519,2755.6,,,,,
403,05/18/22 03:23:04  PM,20.519,3100,,,,,
404,05/18/22 03:23:34  PM,20.519,2066.7,,,,,
405,05/18/22 03:24:04  PM,20.519,2411.1,,,,,
406,05/18/22 03:24:34  PM,20.519,2066.7,,,,,
407,05/18/22 03:25:04  PM,20.519,2583.4,,,,,
408,05/18/22 03:25:34  PM,20.519,3100,,,,,
409,05/18/22 03:26:04  PM,20.519,2927.8,,,,,
410,05/18/22 03:26:34  PM,20.519,2927.8,,,,,
411,05/18/22 03:27:04  PM,20.519,2927.8,,,,,
412,05/18/22 03:27:34  PM,20.519,1980.6,,,,,
413,05/18/22 03:28:04  PM,20.615,2152.8,,,,,
414,05/18/22 03:28:34  PM,20.615,3272.2,,,,,
415,05/18/22 03:29:04  PM,20.615,3272.2,,,,,
416,05/18/22 03:29:34  PM,20.615,1980.6,,,,,
417,05/18/22 03:30:04  PM,20.615,3272.2,,,,,
418,05/18/22 03:30:34  PM,20.615,3444.5,,,,,
419,05/18/22 03:31:04  PM,20.615,1980.6,,,,,
420,05/18/22 03:31:34  PM,20.615,2669.5,,,,,
421,05/18/22 03:32:04  PM,20.615,2066.7,,,,,
422,05/18/22 03:32:34  PM,20.615,3444.5,,,,,
423,05/18/22 03:33:04  PM,20.615,2325,,,,,
424,05/18/22 03:33:34  PM,20.615,2066.7,,,,,
425,05/18/22 03:34:04  PM,20.615,2583.4,,,,,
426,05/18/22 03:34:34  PM,20.71,2238.9,,,,,
427,05/18/22 03:35:04  PM,20.71,1980.6,,,,,
428,05/18/22 03:35:34  PM,20.71,3272.2,,,,,
429,05/18/22 03:36:04  PM,20.71,2755.6,,,,,
430,05/18/22 03:36:34  PM,20.71,2066.7,,,,,
431,05/18/22 03:37:04  PM,20.71,3444.5,,,,,
432,05/18/22 03:37:34  PM,20.71,2238.9,,,,,
433,05/18/22 03:38:04  PM,20.71,2152.8,,,,,
434,05/18/22 03:38:34  PM,20.71,2669.5,,,,,
435,05/18/22 03:39:04  PM,20.71,2583.4,,,,,
436,05/18/22 03:39:34  PM,20.71,3272.2,,,,,
437,05/18/22 03:40:04  PM,20.71,3444.5,,,,,
438,05/18/22 03:40:34  PM,20.71,2238.9,,,,,
439,05/18/22 03:41:04  PM,20.71,2325,,,,,
440,05/18/22 03:41:34  PM,20.71,1980.6,,,,,
441,05/18/22 03:42:04  PM,20.805,2325,,,,,
442,05/18/22 03:42:34  PM,20.805,2669.5,,,,,
443,05/18/22 03:43:04  PM,20.805,2497.2,,,,,
