"Plot Title: 4"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316955, SEN S/N: 10316955)","Intensity, Lux (LGR S/N: 10316955, SEN S/N: 10316955)","Host Connected (LGR S/N: 10316955)","Coupler Attached (LGR S/N: 10316955)","End Of File (LGR S/N: 10316955)"
251,06/19/25 10:00:00  PM,22.525,0.0,,,
252,06/19/25 11:00:00  PM,23.196,0.0,,,
253,06/20/25 12:00:00  AM,23.292,0.0,,,
254,06/20/25 01:00:00  AM,23.388,0.0,,,
255,06/20/25 02:00:00  AM,21.760,0.0,,,
256,06/20/25 03:00:00  AM,20.901,0.0,,,
257,06/20/25 04:00:00  AM,20.519,0.0,,,
258,06/20/25 05:00:00  AM,20.519,0.0,,,
259,06/20/25 06:00:00  AM,22.142,129.2,,,
260,06/20/25 07:00:00  AM,23.196,549.0,,,
261,06/20/25 08:00:00  AM,23.869,1550.0,,,
262,06/20/25 09:00:00  AM,25.319,2755.6,,,
263,06/20/25 10:00:00  AM,26.879,6200.0,,,
264,06/20/25 11:00:00  AM,28.555,5511.1,,,
265,06/20/25 12:00:00  PM,30.154,4133.4,,,
266,06/20/25 01:00:00  PM,23.292,0.0,,,
267,06/20/25 02:00:00  PM,22.908,107.6,,,
268,06/20/25 03:00:00  PM,22.908,10.8,,,
269,06/20/25 04:00:00  PM,23.100,64.6,,,
270,06/20/25 05:00:00  PM,23.196,53.8,,,
271,06/20/25 06:00:00  PM,23.196,53.8,,,
272,06/20/25 07:00:00  PM,23.100,0.0,,,
273,06/20/25 08:00:00  PM,23.004,0.0,,,
274,06/20/25 09:00:00  PM,23.004,0.0,,,
275,06/20/25 10:00:00  PM,23.004,0.0,,,
276,06/20/25 11:00:00  PM,22.908,0.0,,,
277,06/21/25 12:00:00  AM,22.812,0.0,,,
278,06/21/25 01:00:00  AM,22.812,0.0,,,
279,06/21/25 02:00:00  AM,22.717,0.0,,,
280,06/21/25 03:00:00  AM,22.621,0.0,,,
281,06/21/25 04:00:00  AM,22.621,0.0,,,
282,06/21/25 05:00:00  AM,22.525,0.0,,,
283,06/21/25 06:00:00  AM,22.525,0.0,,,
284,06/21/25 07:00:00  AM,22.525,0.0,,,
285,06/21/25 08:00:00  AM,22.429,0.0,,,
286,06/21/25 09:00:00  AM,22.525,0.0,,,
287,06/21/25 10:00:00  AM,22.525,0.0,,,
288,06/21/25 11:00:00  AM,22.621,0.0,,,
289,06/21/25 12:00:00  PM,22.621,0.0,,,
290,06/21/25 01:00:00  PM,22.621,0.0,,,
291,06/21/25 02:00:00  PM,22.621,0.0,,,
292,06/21/25 03:00:00  PM,22.621,0.0,,,
293,06/21/25 04:00:00  PM,22.717,0.0,,,
294,06/21/25 05:00:00  PM,22.812,0.0,,,
295,06/21/25 06:00:00  PM,22.812,0.0,,,
296,06/21/25 07:00:00  PM,22.908,0.0,,,
297,06/21/25 08:00:00  PM,23.004,0.0,,,
298,06/21/25 09:00:00  PM,23.004,0.0,,,
299,06/21/25 10:00:00  PM,23.004,0.0,,,
300,06/21/25 11:00:00  PM,23.004,0.0,,,
301,06/22/25 12:00:00  AM,23.004,0.0,,,
302,06/22/25 01:00:00  AM,22.908,0.0,,,
303,06/22/25 02:00:00  AM,22.908,0.0,,,
304,06/22/25 03:00:00  AM,22.812,0.0,,,
305,06/22/25 04:00:00  AM,22.812,0.0,,,
306,06/22/25 05:00:00  AM,22.812,0.0,,,
307,06/22/25 06:00:00  AM,22.812,0.0,,,
308,06/22/25 07:00:00  AM,22.908,0.0,,,
309,06/22/25 08:00:00  AM,22.908,0.0,,,
310,06/22/25 09:00:00  AM,22.908,0.0,,,
311,06/22/25 10:00:00  AM,23.004,0.0,,,
312,06/22/25 11:00:00  AM,23.004,0.0,,,
313,06/22/25 12:00:00  PM,23.100,0.0,,,
314,06/22/25 01:00:00  PM,23.100,0.0,,,
315,06/22/25 02:00:00  PM,23.196,0.0,,,
316,06/22/25 03:00:00  PM,23.196,0.0,,,
317,06/22/25 04:00:00  PM,23.292,0.0,,,
318,06/22/25 05:00:00  PM,23.292,0.0,,,
319,06/22/25 06:00:00  PM,23.292,0.0,,,
320,06/22/25 07:00:00  PM,23.292,0.0,,,
321,06/22/25 08:00:00  PM,23.292,0.0,,,
322,06/22/25 09:00:00  PM,23.292,0.0,,,
323,06/22/25 10:00:00  PM,23.292,0.0,,,
324,06/22/25 11:00:00  PM,23.292,0.0,,,
325,06/23/25 12:00:00  AM,23.196,0.0,,,
326,06/23/25 01:00:00  AM,23.100,0.0,,,
327,06/23/25 02:00:00  AM,23.004,0.0,,,
328,06/23/25 03:00:00  AM,23.004,0.0,,,
329,06/23/25 04:00:00  AM,22.908,0.0,,,
330,06/23/25 05:00:00  AM,22.908,0.0,,,
331,06/23/25 06:00:00  AM,22.812,0.0,,,
332,06/23/25 07:00:00  AM,22.812,0.0,,,
333,06/23/25 08:00:00  AM,22.812,0.0,,,
334,06/23/25 09:00:00  AM,22.908,0.0,,,
335,06/23/25 10:00:00  AM,22.908,0.0,,,
336,06/23/25 11:00:00  AM,23.004,0.0,,,
337,06/23/25 12:00:00  PM,23.196,53.8,,,
338,06/23/25 01:00:00  PM,23.388,183.0,,,
339,06/23/25 01:05:12  PM,,,Logged,,
340,06/23/25 01:05:13  PM,,,,Logged,Logged
