"Plot Title: 4"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316955, SEN S/N: 10316955)","Intensity, Lux (LGR S/N: 10316955, SEN S/N: 10316955)","Host Connected (LGR S/N: 10316955)","Coupler Attached (LGR S/N: 10316955)","Coupler Detached (LGR S/N: 10316955)","End Of File (LGR S/N: 10316955)"
242,06/19/25 01:00:00  PM,23.677,1808.3,,,,
243,06/19/25 02:00:00  PM,24.738,3100.0,,,,
244,06/19/25 03:00:00  PM,25.902,1463.9,,,,
245,06/19/25 04:00:00  PM,25.125,1227.1,,,,
246,06/19/25 05:00:00  PM,25.513,2669.5,,,,
247,06/19/25 06:00:00  PM,24.351,2325.0,,,,
248,06/19/25 07:00:00  PM,23.484,1808.3,,,,
249,06/19/25 08:00:00  PM,22.238,409.0,,,,
250,06/19/25 09:00:00  PM,21.378,32.3,,,,
251,06/19/25 10:00:00  PM,22.525,0.0,,,,
252,06/19/25 11:00:00  PM,23.196,0.0,,,,
253,06/20/25 12:00:00  AM,23.292,0.0,,,,
254,06/20/25 01:00:00  AM,23.388,0.0,,,,
255,06/20/25 02:00:00  AM,21.760,0.0,,,,
256,06/20/25 03:00:00  AM,20.901,0.0,,,,
257,06/20/25 04:00:00  AM,20.519,0.0,,,,
258,06/20/25 05:00:00  AM,20.519,0.0,,,,
259,06/20/25 06:00:00  AM,22.142,129.2,,,,
260,06/20/25 07:00:00  AM,23.196,549.0,,,,
261,06/20/25 08:00:00  AM,23.869,1550.0,,,,
262,06/20/25 09:00:00  AM,25.319,2755.6,,,,
263,06/20/25 10:00:00  AM,26.879,6200.0,,,,
264,06/20/25 11:00:00  AM,28.555,5511.1,,,,
265,06/20/25 12:00:00  PM,30.154,4133.4,,,,
266,06/20/25 01:00:00  PM,23.292,0.0,,,,
267,06/20/25 02:00:00  PM,22.908,107.6,,,,
268,06/20/25 03:00:00  PM,22.908,10.8,,,,
269,06/20/25 04:00:00  PM,23.100,64.6,,,,
270,06/20/25 05:00:00  PM,23.196,53.8,,,,
271,06/20/25 06:00:00  PM,23.196,53.8,,,,
272,06/20/25 07:00:00  PM,23.100,0.0,,,,
273,06/20/25 08:00:00  PM,23.004,0.0,,,,
274,06/20/25 09:00:00  PM,23.004,0.0,,,,
275,06/20/25 10:00:00  PM,23.004,0.0,,,,
276,06/20/25 11:00:00  PM,22.908,0.0,,,,
277,06/21/25 12:00:00  AM,22.812,0.0,,,,
278,06/21/25 01:00:00  AM,22.812,0.0,,,,
279,06/21/25 02:00:00  AM,22.717,0.0,,,,
280,06/21/25 03:00:00  AM,22.621,0.0,,,,
281,06/21/25 04:00:00  AM,22.621,0.0,,,,
282,06/21/25 05:00:00  AM,22.525,0.0,,,,
283,06/21/25 06:00:00  AM,22.525,0.0,,,,
284,06/21/25 07:00:00  AM,22.525,0.0,,,,
285,06/21/25 08:00:00  AM,22.429,0.0,,,,
286,06/21/25 09:00:00  AM,22.525,0.0,,,,
287,06/21/25 10:00:00  AM,22.525,0.0,,,,
288,06/21/25 11:00:00  AM,22.621,0.0,,,,
289,06/21/25 12:00:00  PM,22.621,0.0,,,,
290,06/21/25 01:00:00  PM,22.621,0.0,,,,
291,06/21/25 02:00:00  PM,22.621,0.0,,,,
292,06/21/25 03:00:00  PM,22.621,0.0,,,,
293,06/21/25 04:00:00  PM,22.717,0.0,,,,
294,06/21/25 05:00:00  PM,22.812,0.0,,,,
295,06/21/25 06:00:00  PM,22.812,0.0,,,,
296,06/21/25 07:00:00  PM,22.908,0.0,,,,
297,06/21/25 08:00:00  PM,23.004,0.0,,,,
298,06/21/25 09:00:00  PM,23.004,0.0,,,,
299,06/21/25 10:00:00  PM,23.004,0.0,,,,
300,06/21/25 11:00:00  PM,23.004,0.0,,,,
301,06/22/25 12:00:00  AM,23.004,0.0,,,,
302,06/22/25 01:00:00  AM,22.908,0.0,,,,
303,06/22/25 02:00:00  AM,22.908,0.0,,,,
304,06/22/25 03:00:00  AM,22.812,0.0,,,,
305,06/22/25 04:00:00  AM,22.812,0.0,,,,
306,06/22/25 05:00:00  AM,22.812,0.0,,,,
307,06/22/25 06:00:00  AM,22.812,0.0,,,,
308,06/22/25 07:00:00  AM,22.908,0.0,,,,
309,06/22/25 08:00:00  AM,22.908,0.0,,,,
310,06/22/25 09:00:00  AM,22.908,0.0,,,,
311,06/22/25 10:00:00  AM,23.004,0.0,,,,
312,06/22/25 11:00:00  AM,23.004,0.0,,,,
313,06/22/25 12:00:00  PM,23.100,0.0,,,,
314,06/22/25 01:00:00  PM,23.100,0.0,,,,
315,06/22/25 02:00:00  PM,23.196,0.0,,,,
316,06/22/25 03:00:00  PM,23.196,0.0,,,,
317,06/22/25 04:00:00  PM,23.292,0.0,,,,
318,06/22/25 05:00:00  PM,23.292,0.0,,,,
319,06/22/25 06:00:00  PM,23.292,0.0,,,,
320,06/22/25 07:00:00  PM,23.292,0.0,,,,
321,06/22/25 08:00:00  PM,23.292,0.0,,,,
322,06/22/25 09:00:00  PM,23.292,0.0,,,,
323,06/22/25 10:00:00  PM,23.292,0.0,,,,
324,06/22/25 11:00:00  PM,23.292,0.0,,,,
325,06/23/25 12:00:00  AM,23.196,0.0,,,,
326,06/23/25 01:00:00  AM,23.100,0.0,,,,
327,06/23/25 02:00:00  AM,23.004,0.0,,,,
328,06/23/25 03:00:00  AM,23.004,0.0,,,,
329,06/23/25 04:00:00  AM,22.908,0.0,,,,
330,06/23/25 05:00:00  AM,22.908,0.0,,,,
331,06/23/25 06:00:00  AM,22.812,0.0,,,,
332,06/23/25 07:00:00  AM,22.812,0.0,,,,
333,06/23/25 08:00:00  AM,22.812,0.0,,,,
334,06/23/25 09:00:00  AM,22.908,0.0,,,,
335,06/23/25 10:00:00  AM,22.908,0.0,,,,
336,06/23/25 11:00:00  AM,23.004,0.0,,,,
337,06/23/25 12:00:00  PM,23.196,53.8,,,,
338,06/23/25 01:00:00  PM,23.388,183.0,,,,
339,06/23/25 01:05:12  PM,,,Logged,,,
340,06/23/25 01:05:13  PM,,,,Logged,,
341,06/23/25 01:05:50  PM,,,,,Logged,
342,06/23/25 02:00:00  PM,23.388,172.2,,,,
343,06/23/25 03:00:00  PM,33.848,8266.7,,,,
344,06/23/25 04:00:00  PM,37.165,9300.1,,,,
345,06/23/25 05:00:00  PM,38.046,7577.8,,,,
346,06/23/25 06:00:00  PM,36.728,2325.0,,,,
347,06/23/25 07:00:00  PM,34.691,549.0,,,,
348,06/23/25 08:00:00  PM,33.014,333.7,,,,
349,06/23/25 09:00:00  PM,31.778,43.1,,,,
350,06/23/25 10:00:00  PM,31.778,0.0,,,,
351,06/23/25 11:00:00  PM,31.472,0.0,,,,
352,06/24/25 12:00:00  AM,31.064,0.0,,,,
353,06/24/25 01:00:00  AM,30.862,0.0,,,,
354,06/24/25 02:00:00  AM,29.352,0.0,,,,
355,06/24/25 03:00:00  AM,28.258,0.0,,,,
356,06/24/25 04:00:00  AM,27.468,0.0,,,,
357,06/24/25 05:00:00  AM,26.879,0.0,,,,
358,06/24/25 06:00:00  AM,27.665,96.9,,,,
359,06/24/25 07:00:00  AM,28.357,430.6,,,,
360,06/24/25 08:00:00  AM,29.953,2755.6,,,,
361,06/24/25 09:00:00  AM,32.394,4822.3,,,,
362,06/24/25 10:00:00  AM,33.743,7577.8,,,,
363,06/24/25 11:00:00  AM,35.222,8266.7,,,,
364,06/24/25 12:00:00  PM,36.728,11711.2,,,,
365,06/24/25 01:00:00  PM,37.604,8611.2,,,,
366,06/24/25 02:00:00  PM,38.826,7577.8,,,,
367,06/24/25 03:00:00  PM,39.502,8266.7,,,,
368,06/24/25 04:00:00  PM,39.389,10333.4,,,,
369,06/24/25 05:00:00  PM,38.714,4477.8,,,,
370,06/24/25 06:00:00  PM,36.511,2152.8,,,,
371,06/24/25 07:00:00  PM,34.163,1033.3,,,,
372,06/24/25 08:00:00  PM,32.600,462.9,,,,
373,06/24/25 09:00:00  PM,30.862,75.3,,,,
374,06/24/25 10:00:00  PM,30.760,0.0,,,,
375,06/24/25 11:00:00  PM,30.457,0.0,,,,
376,06/25/25 12:00:00  AM,30.255,0.0,,,,
377,06/25/25 01:00:00  AM,29.853,0.0,,,,
378,06/25/25 02:00:00  AM,28.357,0.0,,,,
379,06/25/25 03:00:00  AM,27.075,0.0,,,,
380,06/25/25 04:00:00  AM,26.097,0.0,,,,
381,06/25/25 05:00:00  AM,25.416,0.0,,,,
382,06/25/25 06:00:00  AM,26.097,32.3,,,,
383,06/25/25 07:00:00  AM,26.585,258.3,,,,
384,06/25/25 08:00:00  AM,26.683,710.4,,,,
385,06/25/25 09:00:00  AM,27.075,2583.4,,,,
386,06/25/25 10:00:00  AM,28.060,10333.4,,,,
387,06/25/25 11:00:00  AM,29.053,4477.8,,,,
388,06/25/25 12:00:00  PM,30.659,8266.7,,,,
389,06/25/25 01:00:00  PM,32.188,3616.7,,,,
390,06/25/25 02:00:00  PM,34.163,5511.1,,,,
391,06/25/25 03:00:00  PM,34.796,4994.5,,,,
392,06/25/25 04:00:00  PM,34.796,3961.1,,,,
393,06/25/25 05:00:00  PM,34.796,6200.0,,,,
394,06/25/25 06:00:00  PM,33.743,2755.6,,,,
395,06/25/25 07:00:00  PM,31.983,538.2,,,,
396,06/25/25 08:00:00  PM,30.255,538.2,,,,
397,06/25/25 09:00:00  PM,28.953,32.3,,,,
398,06/25/25 10:00:00  PM,29.053,0.0,,,,
399,06/25/25 11:00:00  PM,28.853,0.0,,,,
400,06/26/25 12:00:00  AM,28.456,0.0,,,,
401,06/26/25 01:00:00  AM,28.159,0.0,,,,
402,06/26/25 02:00:00  AM,26.292,0.0,,,,
403,06/26/25 03:00:00  AM,24.641,0.0,,,,
404,06/26/25 04:00:00  AM,23.292,0.0,,,,
405,06/26/25 05:00:00  AM,22.525,0.0,,,,
406,06/26/25 06:00:00  AM,23.292,64.6,,,,
407,06/26/25 07:00:00  AM,23.677,1173.3,,,,
408,06/26/25 08:00:00  AM,23.773,1216.3,,,,
409,06/26/25 09:00:00  AM,24.641,1808.3,,,,
410,06/26/25 10:00:00  AM,24.641,3961.1,,,,
411,06/26/25 11:00:00  AM,25.125,3272.2,,,,
412,06/26/25 12:00:00  PM,24.158,775.0,,,,
413,06/26/25 01:00:00  PM,24.448,1377.8,,,,
414,06/26/25 02:00:00  PM,25.125,645.8,,,,
415,06/26/25 03:00:00  PM,25.416,2066.7,,,,
416,06/26/25 04:00:00  PM,25.319,1980.6,,,,
417,06/26/25 05:00:00  PM,25.319,1001.0,,,,
418,06/26/25 06:00:00  PM,23.773,624.3,,,,
419,06/26/25 07:00:00  PM,22.621,409.0,,,,
420,06/26/25 08:00:00  PM,21.951,861.1,,,,
421,06/26/25 09:00:00  PM,21.473,43.1,,,,
422,06/26/25 10:00:00  PM,22.333,0.0,,,,
423,06/26/25 11:00:00  PM,23.004,0.0,,,,
424,06/27/25 12:00:00  AM,23.484,0.0,,,,
425,06/27/25 01:00:00  AM,23.773,0.0,,,,
426,06/27/25 02:00:00  AM,22.525,0.0,,,,
427,06/27/25 03:00:00  AM,21.664,0.0,,,,
428,06/27/25 04:00:00  AM,21.187,0.0,,,,
429,06/27/25 05:00:00  AM,20.805,0.0,,,,
430,06/27/25 06:00:00  AM,21.951,86.1,,,,
431,06/27/25 07:00:00  AM,23.004,688.9,,,,
432,06/27/25 08:00:00  AM,23.966,1162.5,,,,
433,06/27/25 09:00:00  AM,25.319,3100.0,,,,
434,06/27/25 10:00:00  AM,25.513,4133.4,,,,
435,06/27/25 11:00:00  AM,27.272,8266.7,,,,
436,06/27/25 12:00:00  PM,29.652,10333.4,,,,
437,06/27/25 01:00:00  PM,31.983,7577.8,,,,
438,06/27/25 02:00:00  PM,34.374,2927.8,,,,
439,06/27/25 03:00:00  PM,33.848,6544.5,,,,
440,06/27/25 04:00:00  PM,35.435,10333.4,,,,
441,06/27/25 05:00:00  PM,35.542,4133.4,,,,
442,06/27/25 06:00:00  PM,33.535,2669.5,,,,
443,06/27/25 07:00:00  PM,31.370,1205.6,,,,
444,06/27/25 08:00:00  PM,29.452,107.6,,,,
445,06/27/25 09:00:00  PM,27.862,10.8,,,,
446,06/27/25 10:00:00  PM,28.060,0.0,,,,
447,06/27/25 11:00:00  PM,27.764,0.0,,,,
448,06/28/25 12:00:00  AM,27.567,0.0,,,,
449,06/28/25 01:00:00  AM,27.468,0.0,,,,
450,06/28/25 02:00:00  AM,25.805,0.0,,,,
451,06/28/25 03:00:00  AM,24.738,0.0,,,,
452,06/28/25 04:00:00  AM,24.158,0.0,,,,
453,06/28/25 05:00:00  AM,23.677,0.0,,,,
454,06/28/25 06:00:00  AM,24.835,43.1,,,,
455,06/28/25 07:00:00  AM,25.805,818.1,,,,
456,06/28/25 08:00:00  AM,26.977,1463.9,,,,
457,06/28/25 09:00:00  AM,28.357,7233.4,,,,
458,06/28/25 10:00:00  AM,28.060,3961.1,,,,
459,06/28/25 11:00:00  AM,28.258,12400.1,,,,
460,06/28/25 12:00:00  PM,28.953,4133.4,,,,
461,06/28/25 01:00:00  PM,28.754,5338.9,,,,
462,06/28/25 02:00:00  PM,28.953,2325.0,,,,
463,06/28/25 03:00:00  PM,28.456,2927.8,,,,
464,06/28/25 04:00:00  PM,28.357,3788.9,,,,
465,06/28/25 05:00:00  PM,28.555,7233.4,,,,
