"Plot Title: 3"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316906, SEN S/N: 10316906)","Intensity, Lux (LGR S/N: 10316906, SEN S/N: 10316906)","Coupler Attached (LGR S/N: 10316906)","Host Connected (LGR S/N: 10316906)","End Of File (LGR S/N: 10316906)"
61,06/12/25 12:00:00  AM,26.781,0.0,,,
62,06/12/25 01:00:00  AM,25.805,0.0,,,
63,06/12/25 02:00:00  AM,24.738,0.0,,,
64,06/12/25 03:00:00  AM,24.351,0.0,,,
65,06/12/25 04:00:00  AM,24.158,0.0,,,
66,06/12/25 05:00:00  AM,23.869,0.0,,,
67,06/12/25 06:00:00  AM,23.869,32.3,,,
68,06/12/25 07:00:00  AM,22.142,409.0,,,
69,06/12/25 08:00:00  AM,21.473,1259.4,,,
70,06/12/25 09:00:00  AM,21.187,570.5,,,
71,06/12/25 10:00:00  AM,21.091,3444.5,,,
72,06/12/25 11:00:00  AM,24.062,8611.2,,,
73,06/12/25 12:00:00  PM,27.173,13777.9,,,
74,06/12/25 01:00:00  PM,29.853,20666.8,,,
75,06/12/25 02:00:00  PM,30.963,10677.8,,,
76,06/12/25 03:00:00  PM,30.862,8266.7,,,
77,06/12/25 04:00:00  PM,30.760,8611.2,,,
78,06/12/25 05:00:00  PM,29.452,2669.5,,,
79,06/12/25 06:00:00  PM,27.764,2927.8,,,
80,06/12/25 07:00:00  PM,27.370,1033.3,,,
81,06/12/25 08:00:00  PM,26.292,409.0,,,
82,06/12/25 09:00:00  PM,25.028,10.8,,,
83,06/12/25 10:00:00  PM,24.158,0.0,,,
84,06/12/25 11:00:00  PM,23.581,0.0,,,
85,06/13/25 12:00:00  AM,23.773,0.0,,,
86,06/13/25 01:00:00  AM,23.966,0.0,,,
87,06/13/25 02:00:00  AM,23.966,0.0,,,
88,06/13/25 03:00:00  AM,23.869,0.0,,,
89,06/13/25 04:00:00  AM,23.966,0.0,,,
90,06/13/25 05:00:00  AM,23.677,0.0,,,
91,06/13/25 06:00:00  AM,23.484,118.4,,,
92,06/13/25 07:00:00  AM,21.664,785.8,,,
93,06/13/25 08:00:00  AM,21.187,2927.8,,,
94,06/13/25 09:00:00  AM,21.855,4305.6,,,
95,06/13/25 10:00:00  AM,23.677,6200.0,,,
96,06/13/25 11:00:00  AM,25.125,8266.7,,,
97,06/13/25 12:00:00  PM,27.075,12400.1,,,
98,06/13/25 01:00:00  PM,29.252,14466.8,,,
99,06/13/25 02:00:00  PM,29.352,6200.0,,,
100,06/13/25 03:00:00  PM,29.953,8611.2,,,
101,06/13/25 04:00:00  PM,30.054,4650.0,,,
102,06/13/25 05:00:00  PM,27.468,850.4,,,
103,06/13/25 06:00:00  PM,25.319,2325.0,,,
104,06/13/25 07:00:00  PM,25.319,1173.3,,,
105,06/13/25 08:00:00  PM,24.931,462.9,,,
106,06/13/25 09:00:00  PM,24.351,10.8,,,
107,06/13/25 10:00:00  PM,24.062,0.0,,,
108,06/13/25 11:00:00  PM,23.677,0.0,,,
109,06/14/25 12:00:00  AM,23.484,0.0,,,
110,06/14/25 01:00:00  AM,23.388,0.0,,,
111,06/14/25 02:00:00  AM,23.292,0.0,,,
112,06/14/25 03:00:00  AM,23.292,0.0,,,
113,06/14/25 04:00:00  AM,23.292,0.0,,,
114,06/14/25 05:00:00  AM,23.292,0.0,,,
115,06/14/25 06:00:00  AM,23.100,183.0,,,
116,06/14/25 07:00:00  AM,21.569,635.1,,,
117,06/14/25 08:00:00  AM,21.091,2755.6,,,
118,06/14/25 09:00:00  AM,22.046,3788.9,,,
119,06/14/25 10:00:00  AM,24.255,5511.1,,,
120,06/14/25 11:00:00  AM,26.000,6544.5,,,
121,06/14/25 12:00:00  PM,27.764,9300.1,,,
122,06/14/25 01:00:00  PM,29.452,12400.1,,,
123,06/14/25 02:00:00  PM,30.457,12400.1,,,
124,06/14/25 03:00:00  PM,30.659,8266.7,,,
125,06/14/25 04:00:00  PM,30.862,11711.2,,,
126,06/14/25 05:00:00  PM,30.154,6544.5,,,
127,06/14/25 06:00:00  PM,28.555,1894.5,,,
128,06/14/25 07:00:00  PM,27.665,764.2,,,
129,06/14/25 08:00:00  PM,26.879,183.0,,,
130,06/14/25 09:00:00  PM,25.805,32.3,,,
131,06/14/25 10:00:00  PM,24.835,0.0,,,
132,06/14/25 11:00:00  PM,24.062,0.0,,,
133,06/15/25 12:00:00  AM,23.581,0.0,,,
134,06/15/25 01:00:00  AM,23.773,0.0,,,
135,06/15/25 02:00:00  AM,23.773,0.0,,,
136,06/15/25 03:00:00  AM,23.773,0.0,,,
137,06/15/25 04:00:00  AM,23.581,0.0,,,
138,06/15/25 05:00:00  AM,23.484,0.0,,,
139,06/15/25 06:00:00  AM,23.388,139.9,,,
140,06/15/25 07:00:00  AM,22.046,914.9,,,
141,06/15/25 08:00:00  AM,21.760,2755.6,,,
142,06/15/25 09:00:00  AM,22.908,4133.4,,,
143,06/15/25 10:00:00  AM,25.805,5338.9,,,
144,06/15/25 11:00:00  AM,28.060,6544.5,,,
145,06/15/25 12:00:00  PM,30.356,7577.8,,,
146,06/15/25 01:00:00  PM,31.778,9300.1,,,
147,06/15/25 02:00:00  PM,32.807,11022.3,,,
148,06/15/25 03:00:00  PM,32.497,8266.7,,,
149,06/15/25 04:00:00  PM,32.086,8611.2,,,
150,06/15/25 05:00:00  PM,31.268,6544.5,,,
151,06/15/25 06:00:00  PM,29.552,2066.7,,,
152,06/15/25 07:00:00  PM,28.853,1065.6,,,
153,06/15/25 08:00:00  PM,28.060,344.4,,,
154,06/15/25 09:00:00  PM,27.173,43.1,,,
155,06/15/25 10:00:00  PM,26.292,0.0,,,
156,06/15/25 11:00:00  PM,25.319,0.0,,,
157,06/16/25 12:00:00  AM,24.545,0.0,,,
158,06/16/25 01:00:00  AM,23.869,0.0,,,
159,06/16/25 02:00:00  AM,23.292,0.0,,,
160,06/16/25 03:00:00  AM,23.677,0.0,,,
161,06/16/25 04:00:00  AM,23.677,0.0,,,
162,06/16/25 05:00:00  AM,23.677,0.0,,,
163,06/16/25 06:00:00  AM,23.484,258.3,,,
164,06/16/25 07:00:00  AM,22.142,527.4,,,
165,06/16/25 08:00:00  AM,21.951,1980.6,,,
166,06/16/25 09:00:00  AM,23.292,4477.8,,,
167,06/16/25 10:00:00  AM,26.195,4305.6,,,
168,06/16/25 11:00:00  AM,29.252,7233.4,,,
169,06/16/25 12:00:00  PM,31.268,9300.1,,,
170,06/16/25 01:00:00  PM,32.291,7577.8,,,
171,06/16/25 02:00:00  PM,32.291,4477.8,,,
172,06/16/25 03:00:00  PM,31.472,10677.8,,,
173,06/16/25 04:00:00  PM,30.659,4477.8,,,
174,06/16/25 05:00:00  PM,30.255,3100.0,,,
175,06/16/25 06:00:00  PM,30.255,2325.0,,,
176,06/16/25 07:00:00  PM,30.862,1108.7,,,
177,06/16/25 08:00:00  PM,30.255,376.7,,,
178,06/16/25 09:00:00  PM,29.152,32.3,,,
179,06/16/25 10:00:00  PM,28.060,0.0,,,
180,06/16/25 11:00:00  PM,27.173,0.0,,,
181,06/17/25 12:00:00  AM,26.390,0.0,,,
182,06/17/25 01:00:00  AM,25.708,0.0,,,
183,06/17/25 02:00:00  AM,25.125,0.0,,,
184,06/17/25 03:00:00  AM,24.545,0.0,,,
185,06/17/25 04:00:00  AM,23.966,0.0,,,
186,06/17/25 05:00:00  AM,23.773,0.0,,,
187,06/17/25 06:00:00  AM,24.351,129.2,,,
188,06/17/25 07:00:00  AM,23.388,656.6,,,
189,06/17/25 08:00:00  AM,23.388,1065.6,,,
190,06/17/25 09:00:00  AM,23.869,2066.7,,,
191,06/17/25 10:00:00  AM,24.738,3272.2,,,
192,06/17/25 11:00:00  AM,27.075,2927.8,,,
193,06/17/25 12:00:00  PM,29.452,10333.4,,,
194,06/17/25 01:00:00  PM,30.558,4133.4,,,
195,06/17/25 02:00:00  PM,31.983,6200.0,,,
196,06/17/25 03:00:00  PM,33.118,6200.0,,,
197,06/17/25 04:00:00  PM,33.326,13777.9,,,
198,06/17/25 05:00:00  PM,32.911,7233.4,,,
199,06/17/25 06:00:00  PM,31.880,1980.6,,,
200,06/17/25 07:00:00  PM,31.574,828.8,,,
201,06/17/25 08:00:00  PM,30.760,452.1,,,
202,06/17/25 09:00:00  PM,30.054,32.3,,,
203,06/17/25 10:00:00  PM,28.953,0.0,,,
204,06/17/25 11:00:00  PM,28.060,0.0,,,
205,06/18/25 12:00:00  AM,27.468,0.0,,,
206,06/18/25 01:00:00  AM,26.977,0.0,,,
207,06/18/25 02:00:00  AM,26.683,0.0,,,
208,06/18/25 03:00:00  AM,26.683,0.0,,,
209,06/18/25 04:00:00  AM,26.683,0.0,,,
210,06/18/25 05:00:00  AM,26.879,0.0,,,
211,06/18/25 06:00:00  AM,26.879,86.1,,,
212,06/18/25 07:00:00  AM,25.319,301.4,,,
213,06/18/25 08:00:00  AM,24.738,882.6,,,
214,06/18/25 09:00:00  AM,24.931,1894.5,,,
215,06/18/25 10:00:00  AM,26.879,3272.2,,,
216,06/18/25 11:00:00  AM,27.961,2066.7,,,
217,06/18/25 12:00:00  PM,29.152,5511.1,,,
218,06/18/25 01:00:00  PM,32.497,12400.1,,,
219,06/18/25 02:00:00  PM,30.558,1184.0,,,
220,06/18/25 03:00:00  PM,28.159,2238.9,,,
221,06/18/25 04:00:00  PM,26.390,1367.0,,,
222,06/18/25 05:00:00  PM,25.125,839.6,,,
223,06/18/25 06:00:00  PM,24.738,1808.3,,,
224,06/18/25 07:00:00  PM,26.488,1324.0,,,
225,06/18/25 08:00:00  PM,27.370,516.7,,,
226,06/18/25 09:00:00  PM,27.370,10.8,,,
227,06/18/25 10:00:00  PM,27.075,0.0,,,
228,06/18/25 11:00:00  PM,26.781,0.0,,,
229,06/19/25 12:00:00  AM,26.585,0.0,,,
230,06/19/25 01:00:00  AM,26.292,0.0,,,
231,06/19/25 02:00:00  AM,25.805,0.0,,,
232,06/19/25 03:00:00  AM,25.416,0.0,,,
233,06/19/25 04:00:00  AM,25.028,0.0,,,
234,06/19/25 05:00:00  AM,24.835,0.0,,,
235,06/19/25 06:00:00  AM,24.738,10.8,,,
236,06/19/25 07:00:00  AM,22.908,107.6,,,
237,06/19/25 08:00:00  AM,21.855,1270.1,,,
238,06/19/25 09:00:00  AM,21.569,1141.0,,,
239,06/19/25 10:00:00  AM,21.664,1550.0,,,
240,06/19/25 11:00:00  AM,21.855,2411.1,,,
241,06/19/25 12:00:00  PM,22.238,1463.9,,,
242,06/19/25 01:00:00  PM,23.484,2411.1,,,
243,06/19/25 02:00:00  PM,23.292,3616.7,,,
244,06/19/25 03:00:00  PM,23.677,1636.1,,,
245,06/19/25 04:00:00  PM,22.812,1463.9,,,
246,06/19/25 05:00:00  PM,22.908,3444.5,,,
247,06/19/25 06:00:00  PM,23.100,2755.6,,,
248,06/19/25 07:00:00  PM,24.931,2152.8,,,
249,06/19/25 08:00:00  PM,25.125,484.4,,,
250,06/19/25 09:00:00  PM,24.931,43.1,,,
251,06/19/25 10:00:00  PM,24.835,0.0,,,
252,06/19/25 11:00:00  PM,24.738,0.0,,,
253,06/20/25 12:00:00  AM,24.545,0.0,,,
254,06/20/25 01:00:00  AM,24.448,0.0,,,
255,06/20/25 02:00:00  AM,24.351,0.0,,,
256,06/20/25 03:00:00  AM,24.351,0.0,,,
257,06/20/25 04:00:00  AM,24.448,0.0,,,
258,06/20/25 05:00:00  AM,24.641,0.0,,,
259,06/20/25 06:00:00  AM,24.738,129.2,,,
260,06/20/25 07:00:00  AM,23.100,570.5,,,
261,06/20/25 08:00:00  AM,22.333,1980.6,,,
262,06/20/25 09:00:00  AM,22.812,3100.0,,,
263,06/20/25 10:00:00  AM,26.097,5511.1,,,
264,06/20/25 11:00:00  AM,28.655,7577.8,,,
265,06/20/25 12:00:00  PM,29.552,1808.3,,,
266,06/20/25 01:00:00  PM,22.429,21.5,,,
267,06/20/25 02:00:00  PM,22.333,21.5,,,
268,06/20/25 03:00:00  PM,22.621,10.8,,,
269,06/20/25 04:00:00  PM,22.908,10.8,,,
270,06/20/25 05:00:00  PM,22.908,21.5,,,
271,06/20/25 06:00:00  PM,23.004,21.5,,,
272,06/20/25 07:00:00  PM,22.908,0.0,,,
273,06/20/25 08:00:00  PM,22.812,0.0,,,
274,06/20/25 09:00:00  PM,22.812,0.0,,,
275,06/20/25 10:00:00  PM,22.812,0.0,,,
276,06/20/25 11:00:00  PM,22.812,0.0,,,
277,06/21/25 12:00:00  AM,22.717,0.0,,,
278,06/21/25 01:00:00  AM,22.717,0.0,,,
279,06/21/25 02:00:00  AM,22.621,0.0,,,
280,06/21/25 03:00:00  AM,22.525,0.0,,,
281,06/21/25 04:00:00  AM,22.525,0.0,,,
282,06/21/25 05:00:00  AM,22.429,0.0,,,
283,06/21/25 06:00:00  AM,22.429,0.0,,,
284,06/21/25 07:00:00  AM,22.429,0.0,,,
285,06/21/25 08:00:00  AM,22.429,0.0,,,
286,06/21/25 09:00:00  AM,22.429,0.0,,,
287,06/21/25 10:00:00  AM,22.429,0.0,,,
288,06/21/25 11:00:00  AM,22.525,0.0,,,
289,06/21/25 12:00:00  PM,22.525,0.0,,,
290,06/21/25 01:00:00  PM,22.525,0.0,,,
291,06/21/25 02:00:00  PM,22.525,0.0,,,
292,06/21/25 03:00:00  PM,22.525,0.0,,,
293,06/21/25 04:00:00  PM,22.621,0.0,,,
294,06/21/25 05:00:00  PM,22.621,0.0,,,
295,06/21/25 06:00:00  PM,22.717,0.0,,,
296,06/21/25 07:00:00  PM,22.812,0.0,,,
297,06/21/25 08:00:00  PM,22.908,0.0,,,
298,06/21/25 09:00:00  PM,22.908,0.0,,,
299,06/21/25 10:00:00  PM,22.908,0.0,,,
300,06/21/25 11:00:00  PM,22.908,0.0,,,
301,06/22/25 12:00:00  AM,22.908,0.0,,,
302,06/22/25 01:00:00  AM,22.812,0.0,,,
303,06/22/25 02:00:00  AM,22.812,0.0,,,
304,06/22/25 03:00:00  AM,22.717,0.0,,,
305,06/22/25 04:00:00  AM,22.717,0.0,,,
306,06/22/25 05:00:00  AM,22.717,0.0,,,
307,06/22/25 06:00:00  AM,22.717,0.0,,,
308,06/22/25 07:00:00  AM,22.812,0.0,,,
309,06/22/25 08:00:00  AM,22.812,0.0,,,
310,06/22/25 09:00:00  AM,22.812,0.0,,,
311,06/22/25 10:00:00  AM,22.908,0.0,,,
312,06/22/25 11:00:00  AM,22.908,0.0,,,
313,06/22/25 12:00:00  PM,23.004,0.0,,,
314,06/22/25 01:00:00  PM,23.004,0.0,,,
315,06/22/25 02:00:00  PM,23.100,0.0,,,
316,06/22/25 03:00:00  PM,23.100,0.0,,,
317,06/22/25 04:00:00  PM,23.100,0.0,,,
318,06/22/25 05:00:00  PM,23.196,0.0,,,
319,06/22/25 06:00:00  PM,23.196,0.0,,,
320,06/22/25 07:00:00  PM,23.196,0.0,,,
321,06/22/25 08:00:00  PM,23.196,0.0,,,
322,06/22/25 09:00:00  PM,23.196,0.0,,,
323,06/22/25 10:00:00  PM,23.196,0.0,,,
324,06/22/25 11:00:00  PM,23.196,0.0,,,
325,06/23/25 12:00:00  AM,23.100,0.0,,,
326,06/23/25 01:00:00  AM,23.004,0.0,,,
327,06/23/25 02:00:00  AM,22.908,0.0,,,
328,06/23/25 03:00:00  AM,22.908,0.0,,,
329,06/23/25 04:00:00  AM,22.812,0.0,,,
330,06/23/25 05:00:00  AM,22.812,0.0,,,
331,06/23/25 06:00:00  AM,22.717,0.0,,,
332,06/23/25 07:00:00  AM,22.717,0.0,,,
333,06/23/25 08:00:00  AM,22.717,0.0,,,
334,06/23/25 09:00:00  AM,22.717,0.0,,,
335,06/23/25 10:00:00  AM,22.812,0.0,,,
336,06/23/25 11:00:00  AM,22.908,0.0,,,
337,06/23/25 12:00:00  PM,23.100,21.5,,,
338,06/23/25 01:00:00  PM,23.292,204.5,,,
339,06/23/25 01:04:09  PM,,,Logged,Logged,Logged
