"Date","Time","Temperature","DateTime","month","year","hour","day"
1998-07-01,"18:15:00",21.65,1998-07-01 18:15:00,7,1998,18,1
1998-07-01,"18:30:00",21.04,1998-07-01 18:30:00,7,1998,18,1
1998-07-01,"18:45:00",20.77,1998-07-01 18:45:00,7,1998,18,1
1998-07-01,"19:00:00",20.56,1998-07-01 19:00:00,7,1998,19,1
1998-07-01,"19:15:00",20.44,1998-07-01 19:15:00,7,1998,19,1
1998-07-01,"19:30:00",19.47,1998-07-01 19:30:00,7,1998,19,1
1998-07-01,"19:45:00",19.05,1998-07-01 19:45:00,7,1998,19,1
1998-07-01,"20:00:00",18.44,1998-07-01 20:00:00,7,1998,20,1
1998-07-01,"20:15:00",17.78,1998-07-01 20:15:00,7,1998,20,1
1998-07-01,"20:30:00",17.38,1998-07-01 20:30:00,7,1998,20,1
1998-07-01,"20:45:00",16.97,1998-07-01 20:45:00,7,1998,20,1
1998-07-01,"21:00:00",16.47,1998-07-01 21:00:00,7,1998,21,1
1998-07-01,"21:15:00",15.94,1998-07-01 21:15:00,7,1998,21,1
1998-07-01,"21:30:00",15.66,1998-07-01 21:30:00,7,1998,21,1
1998-07-01,"21:45:00",14.93,1998-07-01 21:45:00,7,1998,21,1
1998-07-01,"22:00:00",14.74,1998-07-01 22:00:00,7,1998,22,1
1998-07-01,"22:15:00",14.9,1998-07-01 22:15:00,7,1998,22,1
1998-07-01,"22:30:00",14.43,1998-07-01 22:30:00,7,1998,22,1
1998-07-01,"22:45:00",14.06,1998-07-01 22:45:00,7,1998,22,1
1998-07-01,"23:00:00",14.07,1998-07-01 23:00:00,7,1998,23,1
1998-07-01,"23:15:00",13.38,1998-07-01 23:15:00,7,1998,23,1
1998-07-01,"23:30:00",13.5,1998-07-01 23:30:00,7,1998,23,1
1998-07-01,"23:45:00",13.41,1998-07-01 23:45:00,7,1998,23,1
1998-07-01,"24:00:00",13.15,1998-07-02 00:00:00,7,1998,0,2
1998-07-02,"00:15:00",13.09,1998-07-02 00:15:00,7,1998,0,2
1998-07-02,"00:30:00",12.84,1998-07-02 00:30:00,7,1998,0,2
1998-07-02,"00:45:00",13,1998-07-02 00:45:00,7,1998,0,2
1998-07-02,"01:00:00",12.31,1998-07-02 01:00:00,7,1998,1,2
1998-07-02,"01:15:00",12.31,1998-07-02 01:15:00,7,1998,1,2
1998-07-02,"01:30:00",12.05,1998-07-02 01:30:00,7,1998,1,2
1998-07-02,"01:45:00",12.42,1998-07-02 01:45:00,7,1998,1,2
1998-07-02,"02:00:00",11.89,1998-07-02 02:00:00,7,1998,2,2
1998-07-02,"02:15:00",11.66,1998-07-02 02:15:00,7,1998,2,2
1998-07-02,"02:30:00",11.59,1998-07-02 02:30:00,7,1998,2,2
1998-07-02,"02:45:00",11.44,1998-07-02 02:45:00,7,1998,2,2
1998-07-02,"03:00:00",11.75,1998-07-02 03:00:00,7,1998,3,2
1998-07-02,"03:15:00",11.34,1998-07-02 03:15:00,7,1998,3,2
1998-07-02,"03:30:00",11.14,1998-07-02 03:30:00,7,1998,3,2
1998-07-02,"03:45:00",11.08,1998-07-02 03:45:00,7,1998,3,2
1998-07-02,"04:00:00",10.93,1998-07-02 04:00:00,7,1998,4,2
1998-07-02,"04:15:00",10.72,1998-07-02 04:15:00,7,1998,4,2
1998-07-02,"04:30:00",10.99,1998-07-02 04:30:00,7,1998,4,2
1998-07-02,"04:45:00",10.74,1998-07-02 04:45:00,7,1998,4,2
1998-07-02,"05:00:00",10.7,1998-07-02 05:00:00,7,1998,5,2
1998-07-02,"05:15:00",10.64,1998-07-02 05:15:00,7,1998,5,2
1998-07-02,"05:30:00",11.33,1998-07-02 05:30:00,7,1998,5,2
1998-07-02,"05:45:00",12.08,1998-07-02 05:45:00,7,1998,5,2
1998-07-02,"06:00:00",13.06,1998-07-02 06:00:00,7,1998,6,2
1998-07-02,"06:15:00",14.74,1998-07-02 06:15:00,7,1998,6,2
1998-07-02,"06:30:00",16.09,1998-07-02 06:30:00,7,1998,6,2
1998-07-02,"06:45:00",16.53,1998-07-02 06:45:00,7,1998,6,2
1998-07-02,"07:00:00",17,1998-07-02 07:00:00,7,1998,7,2
1998-07-02,"07:15:00",17.61,1998-07-02 07:15:00,7,1998,7,2
1998-07-02,"07:30:00",18.01,1998-07-02 07:30:00,7,1998,7,2
1998-07-02,"07:45:00",18.66,1998-07-02 07:45:00,7,1998,7,2
1998-07-02,"08:00:00",18.97,1998-07-02 08:00:00,7,1998,8,2
1998-07-02,"08:15:00",19.51,1998-07-02 08:15:00,7,1998,8,2
1998-07-02,"08:30:00",20.27,1998-07-02 08:30:00,7,1998,8,2
1998-07-02,"08:45:00",20.8,1998-07-02 08:45:00,7,1998,8,2
1998-07-02,"09:00:00",21.22,1998-07-02 09:00:00,7,1998,9,2
1998-07-02,"09:15:00",21.77,1998-07-02 09:15:00,7,1998,9,2
1998-07-02,"09:30:00",22,1998-07-02 09:30:00,7,1998,9,2
1998-07-02,"09:45:00",22.29,1998-07-02 09:45:00,7,1998,9,2
1998-07-02,"10:00:00",22.65,1998-07-02 10:00:00,7,1998,10,2
1998-07-02,"10:15:00",22.76,1998-07-02 10:15:00,7,1998,10,2
1998-07-02,"10:30:00",23.3,1998-07-02 10:30:00,7,1998,10,2
1998-07-02,"10:45:00",23.14,1998-07-02 10:45:00,7,1998,10,2
1998-07-02,"11:00:00",23.39,1998-07-02 11:00:00,7,1998,11,2
1998-07-02,"11:15:00",23.4,1998-07-02 11:15:00,7,1998,11,2
1998-07-02,"11:30:00",23.63,1998-07-02 11:30:00,7,1998,11,2
1998-07-02,"11:45:00",23.69,1998-07-02 11:45:00,7,1998,11,2
1998-07-02,"12:00:00",23.73,1998-07-02 12:00:00,7,1998,12,2
1998-07-02,"12:15:00",24.38,1998-07-02 12:15:00,7,1998,12,2
1998-07-02,"12:30:00",24.19,1998-07-02 12:30:00,7,1998,12,2
1998-07-02,"12:45:00",24.68,1998-07-02 12:45:00,7,1998,12,2
1998-07-02,"13:00:00",24.68,1998-07-02 13:00:00,7,1998,13,2
1998-07-02,"13:15:00",24.38,1998-07-02 13:15:00,7,1998,13,2
1998-07-02,"13:30:00",24.92,1998-07-02 13:30:00,7,1998,13,2
1998-07-02,"13:45:00",25.22,1998-07-02 13:45:00,7,1998,13,2
1998-07-02,"14:00:00",25.39,1998-07-02 14:00:00,7,1998,14,2
1998-07-02,"14:15:00",25.33,1998-07-02 14:15:00,7,1998,14,2
1998-07-02,"14:30:00",25.78,1998-07-02 14:30:00,7,1998,14,2
1998-07-02,"14:45:00",26.2,1998-07-02 14:45:00,7,1998,14,2
1998-07-02,"15:00:00",25.98,1998-07-02 15:00:00,7,1998,15,2
1998-07-02,"15:15:00",25.54,1998-07-02 15:15:00,7,1998,15,2
1998-07-02,"15:30:00",26.52,1998-07-02 15:30:00,7,1998,15,2
1998-07-02,"15:45:00",26.6,1998-07-02 15:45:00,7,1998,15,2
1998-07-02,"16:00:00",25.82,1998-07-02 16:00:00,7,1998,16,2
1998-07-02,"16:15:00",26.08,1998-07-02 16:15:00,7,1998,16,2
1998-07-02,"16:30:00",25.95,1998-07-02 16:30:00,7,1998,16,2
1998-07-02,"16:45:00",25.96,1998-07-02 16:45:00,7,1998,16,2
1998-07-02,"17:00:00",25.39,1998-07-02 17:00:00,7,1998,17,2
1998-07-02,"17:15:00",25.64,1998-07-02 17:15:00,7,1998,17,2
1998-07-02,"17:30:00",25.21,1998-07-02 17:30:00,7,1998,17,2
1998-07-02,"17:45:00",25.08,1998-07-02 17:45:00,7,1998,17,2
1998-07-02,"18:00:00",24.94,1998-07-02 18:00:00,7,1998,18,2
1998-07-02,"18:15:00",24.47,1998-07-02 18:15:00,7,1998,18,2
1998-07-02,"18:30:00",23.74,1998-07-02 18:30:00,7,1998,18,2
1998-07-02,"18:45:00",23.63,1998-07-02 18:45:00,7,1998,18,2
1998-07-02,"19:00:00",23.12,1998-07-02 19:00:00,7,1998,19,2
1998-07-02,"19:15:00",22.93,1998-07-02 19:15:00,7,1998,19,2
1998-07-02,"19:30:00",21.6,1998-07-02 19:30:00,7,1998,19,2
1998-07-02,"19:45:00",20.98,1998-07-02 19:45:00,7,1998,19,2
1998-07-02,"20:00:00",20.28,1998-07-02 20:00:00,7,1998,20,2
1998-07-02,"20:15:00",19.79,1998-07-02 20:15:00,7,1998,20,2
1998-07-02,"20:30:00",18.75,1998-07-02 20:30:00,7,1998,20,2
1998-07-02,"20:45:00",17.32,1998-07-02 20:45:00,7,1998,20,2
1998-07-02,"21:00:00",16.56,1998-07-02 21:00:00,7,1998,21,2
1998-07-02,"21:15:00",16.56,1998-07-02 21:15:00,7,1998,21,2
1998-07-02,"21:30:00",15.95,1998-07-02 21:30:00,7,1998,21,2
1998-07-02,"21:45:00",15.74,1998-07-02 21:45:00,7,1998,21,2
1998-07-02,"22:00:00",15.1,1998-07-02 22:00:00,7,1998,22,2
1998-07-02,"22:15:00",14.97,1998-07-02 22:15:00,7,1998,22,2
1998-07-02,"22:30:00",15.31,1998-07-02 22:30:00,7,1998,22,2
1998-07-02,"22:45:00",14.82,1998-07-02 22:45:00,7,1998,22,2
1998-07-02,"23:00:00",14.44,1998-07-02 23:00:00,7,1998,23,2
1998-07-02,"23:15:00",14.02,1998-07-02 23:15:00,7,1998,23,2
1998-07-02,"23:30:00",14.04,1998-07-02 23:30:00,7,1998,23,2
1998-07-02,"23:45:00",14.05,1998-07-02 23:45:00,7,1998,23,2
1998-07-02,"24:00:00",14.23,1998-07-03 00:00:00,7,1998,0,3
1998-07-03,"00:15:00",13.49,1998-07-03 00:15:00,7,1998,0,3
1998-07-03,"00:30:00",13.54,1998-07-03 00:30:00,7,1998,0,3
1998-07-03,"00:45:00",12.99,1998-07-03 00:45:00,7,1998,0,3
1998-07-03,"01:00:00",12.81,1998-07-03 01:00:00,7,1998,1,3
1998-07-03,"01:15:00",13.06,1998-07-03 01:15:00,7,1998,1,3
1998-07-03,"01:30:00",13.14,1998-07-03 01:30:00,7,1998,1,3
1998-07-03,"01:45:00",13,1998-07-03 01:45:00,7,1998,1,3
1998-07-03,"02:00:00",12.9,1998-07-03 02:00:00,7,1998,2,3
1998-07-03,"02:15:00",13.2,1998-07-03 02:15:00,7,1998,2,3
1998-07-03,"02:30:00",13.14,1998-07-03 02:30:00,7,1998,2,3
1998-07-03,"02:45:00",14.19,1998-07-03 02:45:00,7,1998,2,3
1998-07-03,"03:00:00",15.55,1998-07-03 03:00:00,7,1998,3,3
1998-07-03,"03:15:00",17.09,1998-07-03 03:15:00,7,1998,3,3
1998-07-03,"03:30:00",17.28,1998-07-03 03:30:00,7,1998,3,3
1998-07-03,"03:45:00",17.29,1998-07-03 03:45:00,7,1998,3,3
1998-07-03,"04:00:00",17.59,1998-07-03 04:00:00,7,1998,4,3
1998-07-03,"04:15:00",17.84,1998-07-03 04:15:00,7,1998,4,3
1998-07-03,"04:30:00",18.26,1998-07-03 04:30:00,7,1998,4,3
1998-07-03,"04:45:00",18,1998-07-03 04:45:00,7,1998,4,3
1998-07-03,"05:00:00",18.23,1998-07-03 05:00:00,7,1998,5,3
1998-07-03,"05:15:00",18.18,1998-07-03 05:15:00,7,1998,5,3
1998-07-03,"05:30:00",18.49,1998-07-03 05:30:00,7,1998,5,3
1998-07-03,"05:45:00",18.48,1998-07-03 05:45:00,7,1998,5,3
1998-07-03,"06:00:00",18.96,1998-07-03 06:00:00,7,1998,6,3
1998-07-03,"06:15:00",19.07,1998-07-03 06:15:00,7,1998,6,3
1998-07-03,"06:30:00",19.12,1998-07-03 06:30:00,7,1998,6,3
1998-07-03,"06:45:00",19.46,1998-07-03 06:45:00,7,1998,6,3
1998-07-03,"07:00:00",19.97,1998-07-03 07:00:00,7,1998,7,3
1998-07-03,"07:15:00",20.39,1998-07-03 07:15:00,7,1998,7,3
1998-07-03,"07:30:00",20.98,1998-07-03 07:30:00,7,1998,7,3
1998-07-03,"07:45:00",21.47,1998-07-03 07:45:00,7,1998,7,3
1998-07-03,"08:00:00",22.26,1998-07-03 08:00:00,7,1998,8,3
1998-07-03,"08:15:00",22.51,1998-07-03 08:15:00,7,1998,8,3
1998-07-03,"08:30:00",22.6,1998-07-03 08:30:00,7,1998,8,3
1998-07-03,"08:45:00",23.56,1998-07-03 08:45:00,7,1998,8,3
1998-07-03,"09:00:00",23.89,1998-07-03 09:00:00,7,1998,9,3
1998-07-03,"09:15:00",24.32,1998-07-03 09:15:00,7,1998,9,3
1998-07-03,"09:30:00",24.84,1998-07-03 09:30:00,7,1998,9,3
1998-07-03,"09:45:00",25.52,1998-07-03 09:45:00,7,1998,9,3
1998-07-03,"10:00:00",25.86,1998-07-03 10:00:00,7,1998,10,3
1998-07-03,"10:15:00",25.51,1998-07-03 10:15:00,7,1998,10,3
1998-07-03,"10:30:00",25.83,1998-07-03 10:30:00,7,1998,10,3
1998-07-03,"10:45:00",25.93,1998-07-03 10:45:00,7,1998,10,3
1998-07-03,"11:00:00",26.09,1998-07-03 11:00:00,7,1998,11,3
1998-07-03,"11:15:00",26.3,1998-07-03 11:15:00,7,1998,11,3
1998-07-03,"11:30:00",26.55,1998-07-03 11:30:00,7,1998,11,3
1998-07-03,"11:45:00",26.56,1998-07-03 11:45:00,7,1998,11,3
1998-07-03,"12:00:00",26.15,1998-07-03 12:00:00,7,1998,12,3
1998-07-03,"12:15:00",26.76,1998-07-03 12:15:00,7,1998,12,3
1998-07-03,"12:30:00",26.48,1998-07-03 12:30:00,7,1998,12,3
1998-07-03,"12:45:00",27.14,1998-07-03 12:45:00,7,1998,12,3
1998-07-03,"13:00:00",27.22,1998-07-03 13:00:00,7,1998,13,3
1998-07-03,"13:15:00",26.94,1998-07-03 13:15:00,7,1998,13,3
1998-07-03,"13:30:00",27.47,1998-07-03 13:30:00,7,1998,13,3
1998-07-03,"13:45:00",27.35,1998-07-03 13:45:00,7,1998,13,3
1998-07-03,"14:00:00",27.77,1998-07-03 14:00:00,7,1998,14,3
1998-07-03,"14:15:00",27.72,1998-07-03 14:15:00,7,1998,14,3
1998-07-03,"14:30:00",28.03,1998-07-03 14:30:00,7,1998,14,3
1998-07-03,"14:45:00",28.04,1998-07-03 14:45:00,7,1998,14,3
1998-07-03,"15:00:00",28.02,1998-07-03 15:00:00,7,1998,15,3
1998-07-03,"15:15:00",28.22,1998-07-03 15:15:00,7,1998,15,3
1998-07-03,"15:30:00",28.6,1998-07-03 15:30:00,7,1998,15,3
1998-07-03,"15:45:00",28.57,1998-07-03 15:45:00,7,1998,15,3
1998-07-03,"16:00:00",28.27,1998-07-03 16:00:00,7,1998,16,3
1998-07-03,"16:15:00",28.06,1998-07-03 16:15:00,7,1998,16,3
1998-07-03,"16:30:00",27.61,1998-07-03 16:30:00,7,1998,16,3
1998-07-03,"16:45:00",27.94,1998-07-03 16:45:00,7,1998,16,3
1998-07-03,"17:00:00",26.63,1998-07-03 17:00:00,7,1998,17,3
1998-07-03,"17:15:00",26.69,1998-07-03 17:15:00,7,1998,17,3
1998-07-03,"17:30:00",27.02,1998-07-03 17:30:00,7,1998,17,3
1998-07-03,"17:45:00",26.66,1998-07-03 17:45:00,7,1998,17,3
1998-07-03,"18:00:00",26.44,1998-07-03 18:00:00,7,1998,18,3
1998-07-03,"18:15:00",26,1998-07-03 18:15:00,7,1998,18,3
1998-07-03,"18:30:00",25.85,1998-07-03 18:30:00,7,1998,18,3
1998-07-03,"18:45:00",25.01,1998-07-03 18:45:00,7,1998,18,3
1998-07-03,"19:00:00",24.14,1998-07-03 19:00:00,7,1998,19,3
1998-07-03,"19:15:00",22.32,1998-07-03 19:15:00,7,1998,19,3
1998-07-03,"19:30:00",21.32,1998-07-03 19:30:00,7,1998,19,3
1998-07-03,"19:45:00",20.69,1998-07-03 19:45:00,7,1998,19,3
1998-07-03,"20:00:00",20.51,1998-07-03 20:00:00,7,1998,20,3
1998-07-03,"20:15:00",20.23,1998-07-03 20:15:00,7,1998,20,3
1998-07-03,"20:30:00",19.24,1998-07-03 20:30:00,7,1998,20,3
1998-07-03,"20:45:00",18.83,1998-07-03 20:45:00,7,1998,20,3
1998-07-03,"21:00:00",18.67,1998-07-03 21:00:00,7,1998,21,3
1998-07-03,"21:15:00",18.87,1998-07-03 21:15:00,7,1998,21,3
1998-07-03,"21:30:00",19.21,1998-07-03 21:30:00,7,1998,21,3
1998-07-03,"21:45:00",19.32,1998-07-03 21:45:00,7,1998,21,3
1998-07-03,"22:00:00",18.73,1998-07-03 22:00:00,7,1998,22,3
1998-07-03,"22:15:00",18.91,1998-07-03 22:15:00,7,1998,22,3
1998-07-03,"22:30:00",18.85,1998-07-03 22:30:00,7,1998,22,3
1998-07-03,"22:45:00",18.76,1998-07-03 22:45:00,7,1998,22,3
1998-07-03,"23:00:00",18.7,1998-07-03 23:00:00,7,1998,23,3
1998-07-03,"23:15:00",18.72,1998-07-03 23:15:00,7,1998,23,3
1998-07-03,"23:30:00",18.89,1998-07-03 23:30:00,7,1998,23,3
1998-07-03,"23:45:00",18.89,1998-07-03 23:45:00,7,1998,23,3
1998-07-03,"24:00:00",19.04,1998-07-04 00:00:00,7,1998,0,4
1998-07-04,"00:15:00",19.23,1998-07-04 00:15:00,7,1998,0,4
1998-07-04,"00:30:00",19.46,1998-07-04 00:30:00,7,1998,0,4
1998-07-04,"00:45:00",19.93,1998-07-04 00:45:00,7,1998,0,4
1998-07-04,"01:00:00",19.94,1998-07-04 01:00:00,7,1998,1,4
1998-07-04,"01:15:00",19.23,1998-07-04 01:15:00,7,1998,1,4
1998-07-04,"01:30:00",19.13,1998-07-04 01:30:00,7,1998,1,4
1998-07-04,"01:45:00",19.48,1998-07-04 01:45:00,7,1998,1,4
1998-07-04,"02:00:00",19.86,1998-07-04 02:00:00,7,1998,2,4
1998-07-04,"02:15:00",19.83,1998-07-04 02:15:00,7,1998,2,4
1998-07-04,"02:30:00",19.86,1998-07-04 02:30:00,7,1998,2,4
1998-07-04,"02:45:00",19.09,1998-07-04 02:45:00,7,1998,2,4
1998-07-04,"03:00:00",18.9,1998-07-04 03:00:00,7,1998,3,4
1998-07-04,"03:15:00",19.02,1998-07-04 03:15:00,7,1998,3,4
1998-07-04,"03:30:00",19.1,1998-07-04 03:30:00,7,1998,3,4
1998-07-04,"03:45:00",19.13,1998-07-04 03:45:00,7,1998,3,4
1998-07-04,"04:00:00",18.9,1998-07-04 04:00:00,7,1998,4,4
1998-07-04,"04:15:00",18.86,1998-07-04 04:15:00,7,1998,4,4
1998-07-04,"04:30:00",18.88,1998-07-04 04:30:00,7,1998,4,4
1998-07-04,"04:45:00",18.85,1998-07-04 04:45:00,7,1998,4,4
1998-07-04,"05:00:00",18.99,1998-07-04 05:00:00,7,1998,5,4
1998-07-04,"05:15:00",18.79,1998-07-04 05:15:00,7,1998,5,4
1998-07-04,"05:30:00",18.88,1998-07-04 05:30:00,7,1998,5,4
1998-07-04,"05:45:00",18.91,1998-07-04 05:45:00,7,1998,5,4
1998-07-04,"06:00:00",18.95,1998-07-04 06:00:00,7,1998,6,4
1998-07-04,"06:15:00",18.98,1998-07-04 06:15:00,7,1998,6,4
1998-07-04,"06:30:00",19.11,1998-07-04 06:30:00,7,1998,6,4
1998-07-04,"06:45:00",19.13,1998-07-04 06:45:00,7,1998,6,4
1998-07-04,"07:00:00",19.25,1998-07-04 07:00:00,7,1998,7,4
1998-07-04,"07:15:00",19.32,1998-07-04 07:15:00,7,1998,7,4
1998-07-04,"07:30:00",19.38,1998-07-04 07:30:00,7,1998,7,4
1998-07-04,"07:45:00",19.37,1998-07-04 07:45:00,7,1998,7,4
1998-07-04,"08:00:00",19.65,1998-07-04 08:00:00,7,1998,8,4
1998-07-04,"08:15:00",19.74,1998-07-04 08:15:00,7,1998,8,4
1998-07-04,"08:30:00",19.78,1998-07-04 08:30:00,7,1998,8,4
1998-07-04,"08:45:00",19.96,1998-07-04 08:45:00,7,1998,8,4
1998-07-04,"09:00:00",19.78,1998-07-04 09:00:00,7,1998,9,4
1998-07-04,"09:15:00",19.87,1998-07-04 09:15:00,7,1998,9,4
1998-07-04,"09:30:00",19.75,1998-07-04 09:30:00,7,1998,9,4
1998-07-04,"09:45:00",19.55,1998-07-04 09:45:00,7,1998,9,4
1998-07-04,"10:00:00",19.33,1998-07-04 10:00:00,7,1998,10,4
1998-07-04,"10:15:00",19.69,1998-07-04 10:15:00,7,1998,10,4
1998-07-04,"10:30:00",19.68,1998-07-04 10:30:00,7,1998,10,4
1998-07-04,"10:45:00",19.47,1998-07-04 10:45:00,7,1998,10,4
1998-07-04,"11:00:00",19.73,1998-07-04 11:00:00,7,1998,11,4
1998-07-04,"11:15:00",19.62,1998-07-04 11:15:00,7,1998,11,4
1998-07-04,"11:30:00",19.52,1998-07-04 11:30:00,7,1998,11,4
1998-07-04,"11:45:00",19.32,1998-07-04 11:45:00,7,1998,11,4
1998-07-04,"12:00:00",19.47,1998-07-04 12:00:00,7,1998,12,4
1998-07-04,"12:15:00",19.89,1998-07-04 12:15:00,7,1998,12,4
1998-07-04,"12:30:00",20.58,1998-07-04 12:30:00,7,1998,12,4
1998-07-04,"12:45:00",20.99,1998-07-04 12:45:00,7,1998,12,4
1998-07-04,"13:00:00",21.55,1998-07-04 13:00:00,7,1998,13,4
1998-07-04,"13:15:00",21.15,1998-07-04 13:15:00,7,1998,13,4
1998-07-04,"13:30:00",20.75,1998-07-04 13:30:00,7,1998,13,4
1998-07-04,"13:45:00",20.14,1998-07-04 13:45:00,7,1998,13,4
1998-07-04,"14:00:00",20.91,1998-07-04 14:00:00,7,1998,14,4
1998-07-04,"14:15:00",21.75,1998-07-04 14:15:00,7,1998,14,4
1998-07-04,"14:30:00",22.42,1998-07-04 14:30:00,7,1998,14,4
1998-07-04,"14:45:00",22.03,1998-07-04 14:45:00,7,1998,14,4
1998-07-04,"15:00:00",21.97,1998-07-04 15:00:00,7,1998,15,4
