Company,,University of Waterloo,,Tested by,,
2021-03-05,15:42,0.0,17.3,,,
2021-03-05,15:43,17.2,17.3,,,
2021-03-05,15:44,17.2,17.3,,,
2021-03-05,15:45,17.2,17.3,,,
2021-03-05,15:46,17.2,17.3,,,
2021-03-05,15:47,17.2,17.3,,,
2021-03-05,15:48,17.2,17.3,,,
2021-03-05,15:49,17.2,17.3,,,
2021-03-05,15:50,17.2,17.3,,,
2021-03-05,15:51,17.2,17.3,,,
2021-03-05,15:52,0.0,17.3,,,
2021-03-05,15:53,17.2,17.3,,,
2021-03-05,15:54,17.2,17.3,,,
2021-03-05,15:55,17.2,17.3,,,
2021-03-05,15:56,0.0,17.3,,,
2021-03-05,15:57,17.2,17.3,,,
2021-03-05,15:58,17.2,17.3,,,
2021-03-05,15:59,17.2,17.3,,,
2021-03-05,16:00,0.0,17.3,,,
2021-03-05,16:01,17.2,17.3,,,
2021-03-05,16:02,17.2,17.3,,,
2021-03-05,16:03,17.2,17.3,,,
2021-03-05,16:04,0.0,17.3,,,
2021-03-05,16:05,17.2,17.3,,,
2021-03-05,16:06,17.2,17.3,,,
2021-03-05,16:07,17.2,17.3,,,
2021-03-05,16:08,17.2,17.4,,,
2021-03-05,16:09,17.2,17.4,,,
2021-03-05,16:10,17.3,17.5,,,
2021-03-05,16:11,17.3,17.5,,,
2021-03-05,16:12,17.3,17.6,,,
2021-03-05,16:13,17.5,17.6,,,
2021-03-05,16:14,17.5,17.6,,,
2021-03-05,16:15,17.6,17.7,,,
2021-03-05,16:16,17.6,17.7,,,
2021-03-05,16:17,17.6,17.8,,,
2021-03-05,16:18,17.7,17.8,,,
2021-03-05,16:19,0.0,17.9,,,
2021-03-05,16:20,17.8,17.9,,,
2021-03-05,16:21,17.8,17.9,,,
2021-03-05,16:22,18.0,18.0,,,
2021-03-05,16:23,18.0,18.0,,,
2021-03-05,16:24,0.0,18.1,,,
2021-03-05,16:25,18.1,18.1,,,
2021-03-05,16:26,18.2,18.2,,,
2021-03-05,16:27,18.2,18.2,,,
2021-03-05,16:28,18.2,18.2,,,
2021-03-05,16:29,18.2,18.3,,,
2021-03-05,16:30,18.3,18.3,,,
2021-03-05,16:31,18.5,18.4,,,
2021-03-05,16:32,18.5,18.4,,,
2021-03-05,16:33,18.6,18.5,,,
2021-03-05,16:34,18.7,18.5,,,
2021-03-05,16:35,18.7,18.5,,,
2021-03-05,16:36,0.0,18.6,,,
2021-03-05,16:37,0.0,18.6,,,
2021-03-05,16:38,0.0,18.7,,,
2021-03-05,16:39,0.0,18.7,,,
2021-03-05,16:40,0.0,18.8,,,
2021-03-05,16:41,0.0,18.8,,,
2021-03-05,16:42,0.0,18.8,,,
2021-03-05,16:43,0.0,18.9,,,
2021-03-05,16:44,0.0,18.9,,,
2021-03-05,16:45,0.0,19.0,,,
2021-03-05,16:46,0.0,19.0,,,
2021-03-05,16:47,0.0,19.1,,,
2021-03-05,16:48,0.0,19.1,,,
2021-03-05,16:49,0.0,19.1,,,
2021-03-05,16:50,0.0,19.2,,,
2021-03-05,16:51,0.0,19.2,,,
2021-03-05,16:52,0.0,19.3,,,
2021-03-05,16:53,0.0,19.3,,,
2021-03-05,16:54,0.0,19.4,,,
2021-03-05,16:55,0.0,19.4,,,
2021-03-05,16:56,0.0,19.4,,,
2021-03-05,16:57,0.0,19.5,,,
2021-03-05,16:58,0.0,19.5,,,
2021-03-05,16:59,0.0,19.6,,,
2021-03-05,17:00,0.0,19.6,,,
2021-03-05,17:01,0.0,19.7,,,
2021-03-05,17:02,0.0,19.7,,,
2021-03-05,17:03,0.0,19.7,,,
2021-03-05,17:04,0.0,19.8,,,
2021-03-05,17:05,0.0,19.8,,,
2021-03-05,17:06,0.0,19.9,,,
2021-03-05,17:07,0.0,19.9,,,
2021-03-05,17:08,0.0,20.0,,,
2021-03-05,17:09,0.0,20.0,,,
2021-03-05,17:10,0.0,20.0,,,
2021-03-05,17:11,0.0,20.1,,,
2021-03-05,17:12,0.0,20.1,,,
2021-03-05,17:13,0.0,20.2,,,
2021-03-05,17:14,0.0,20.2,,,
2021-03-05,17:15,0.0,20.3,,,
2021-03-05,17:16,0.0,20.3,,,
2021-03-05,17:17,0.0,20.3,,,
2021-03-05,17:18,0.0,20.4,,,
2021-03-05,17:19,0.0,20.4,,,
2021-03-05,17:20,0.0,20.5,,,
2021-03-05,17:21,0.0,20.5,,,
2021-03-05,17:22,0.0,20.6,,,
2021-03-05,17:23,0.0,20.6,,,
2021-03-05,17:24,19.0,20.7,,,
2021-03-05,17:25,19.0,20.7,,,
2021-03-05,17:26,19.1,20.7,,,
2021-03-05,17:27,0.0,20.7,,,
2021-03-05,17:28,19.6,20.7,,,
2021-03-05,17:29,20.0,20.7,,,
2021-03-05,17:30,20.2,20.7,,,
2021-03-05,17:31,20.3,20.7,,,
2021-03-05,17:32,20.3,20.7,,,
2021-03-05,17:33,20.5,20.7,,,
2021-03-05,17:34,20.6,20.7,,,
2021-03-05,17:35,20.6,20.7,,,
2021-03-05,17:36,0.0,20.7,,,
2021-03-05,17:37,20.7,20.7,,,
2021-03-05,17:38,20.7,20.7,,,
2021-03-05,17:39,20.7,20.7,,,
2021-03-05,17:40,20.7,20.7,,,
2021-03-05,17:41,20.7,20.7,,,
2021-03-05,17:42,20.8,20.7,,,
2021-03-05,17:43,20.8,20.7,,,
2021-03-05,17:44,0.0,20.8,,,
2021-03-05,17:45,20.8,20.8,,,
2021-03-05,17:46,20.8,20.8,,,
2021-03-05,17:47,20.8,20.8,,,
2021-03-05,17:48,20.8,20.8,,,
2021-03-05,17:49,20.8,20.8,,,
2021-03-05,17:50,20.8,20.8,,,
2021-03-05,17:51,20.8,20.8,,,
2021-03-05,17:52,20.8,20.8,,,
2021-03-05,17:53,21.0,20.8,,,
2021-03-05,17:54,0.0,20.8,,,
2021-03-05,17:55,21.0,20.8,,,
2021-03-05,17:56,21.0,20.8,,,
2021-03-05,17:57,21.0,20.8,,,
2021-03-05,17:58,21.0,20.8,,,
2021-03-05,17:59,20.8,20.8,,,
2021-03-05,18:00,0.0,20.8,,,
2021-03-05,18:01,20.8,20.8,,,
2021-03-05,18:02,20.8,20.8,,,
2021-03-05,18:03,20.8,20.8,,,
2021-03-05,18:04,20.8,20.9,,,
2021-03-05,18:05,20.8,20.9,,,
2021-03-05,18:06,20.8,20.9,,,
2021-03-05,18:07,20.8,20.9,,,
2021-03-05,18:08,20.8,20.9,,,
2021-03-05,18:09,21.0,20.9,,,
2021-03-05,18:10,21.0,20.9,,,
2021-03-05,18:11,21.0,20.9,,,
2021-03-05,18:12,0.0,20.9,,,
2021-03-05,18:13,21.0,20.9,,,
2021-03-05,18:14,21.0,20.9,,,
2021-03-05,18:15,21.0,20.9,,,
2021-03-05,18:16,21.0,21.0,,,
2021-03-05,18:17,0.0,21.0,,,
2021-03-05,18:18,21.0,21.0,,,
2021-03-05,18:19,21.0,21.0,,,
2021-03-05,18:20,21.0,21.0,,,
2021-03-05,18:21,21.0,21.0,,,
2021-03-05,18:22,21.0,21.0,,,
2021-03-05,18:23,21.0,21.0,,,
2021-03-05,18:24,0.0,21.0,,,
2021-03-05,18:25,21.1,21.0,,,
2021-03-05,18:26,21.1,21.0,,,
2021-03-05,18:27,21.1,21.0,,,
2021-03-05,18:28,21.1,21.1,,,
2021-03-05,18:29,21.1,21.1,,,
2021-03-05,18:30,21.1,21.1,,,
2021-03-05,18:31,21.1,21.1,,,
2021-03-05,18:32,21.1,21.1,,,
2021-03-05,18:33,21.1,21.1,,,
2021-03-05,18:34,21.1,21.1,,,
2021-03-05,18:35,0.0,21.1,,,
2021-03-05,18:36,21.1,21.1,,,
2021-03-05,18:37,21.1,21.1,,,
2021-03-05,18:38,21.1,21.1,,,
2021-03-05,18:39,21.1,21.1,,,
2021-03-05,18:40,21.1,21.2,,,
2021-03-05,18:41,21.1,21.2,,,
2021-03-05,18:42,21.1,21.2,,,
2021-03-05,18:43,21.2,21.2,,,
2021-03-05,18:44,0.0,21.2,,,
2021-03-05,18:45,21.2,21.2,,,
2021-03-05,18:46,21.2,21.2,,,
2021-03-05,18:47,21.2,21.2,,,
2021-03-05,18:48,21.2,21.2,,,
2021-03-05,18:49,21.2,21.2,,,
2021-03-05,18:50,21.2,21.2,,,
2021-03-05,18:51,21.2,21.2,,,
2021-03-05,18:52,21.2,21.3,,,
2021-03-05,18:53,21.2,21.3,,,
2021-03-05,18:54,21.2,21.3,,,
2021-03-05,18:55,21.2,21.3,,,
2021-03-05,18:56,21.2,21.3,,,
2021-03-05,18:57,21.2,21.3,,,
2021-03-05,18:58,0.0,21.3,,,
2021-03-05,18:59,21.2,21.3,,,
2021-03-05,19:00,21.2,21.3,,,
2021-03-05,19:01,21.2,21.3,,,
2021-03-05,19:02,21.2,21.3,,,
2021-03-05,19:03,21.2,21.3,,,
2021-03-05,19:04,21.2,21.4,,,
2021-03-05,19:05,21.2,21.3,,,
2021-03-05,19:06,21.2,21.3,,,
2021-03-05,19:07,21.2,21.3,,,
2021-03-05,19:08,21.2,21.3,,,
2021-03-05,19:09,21.2,21.2,,,
2021-03-05,19:10,21.2,21.2,,,
2021-03-05,19:11,21.2,21.2,,,
2021-03-05,19:12,0.0,21.2,,,
2021-03-05,19:13,0.0,21.2,,,
2021-03-05,19:14,0.0,21.1,,,
2021-03-05,19:15,0.0,21.1,,,
2021-03-05,19:16,0.0,21.1,,,
2021-03-05,19:17,0.0,21.1,,,
2021-03-05,19:18,0.0,21.0,,,
2021-03-05,19:19,0.0,21.0,,,
2021-03-05,19:20,0.0,21.0,,,
2021-03-05,19:21,0.0,21.0,,,
2021-03-05,19:22,0.0,21.0,,,
2021-03-05,19:23,0.0,20.9,,,
2021-03-05,19:24,0.0,20.9,,,
2021-03-05,19:25,0.0,20.9,,,
2021-03-05,19:26,0.0,20.9,,,
2021-03-05,19:27,0.0,20.9,,,
2021-03-05,19:28,0.0,20.8,,,
2021-03-05,19:29,0.0,20.8,,,
2021-03-05,19:30,0.0,20.8,,,
2021-03-05,19:31,0.0,20.8,,,
2021-03-05,19:32,0.0,20.7,,,
2021-03-05,19:33,0.0,20.7,,,
2021-03-05,19:34,0.0,20.7,,,
2021-03-05,19:35,0.0,20.7,,,
2021-03-05,19:36,0.0,20.7,,,
2021-03-05,19:37,0.0,20.6,,,
2021-03-05,19:38,0.0,20.6,,,
2021-03-05,19:39,0.0,20.6,,,
2021-03-05,19:40,0.0,20.6,,,
2021-03-05,19:41,0.0,20.5,,,
2021-03-05,19:42,0.0,20.5,,,
2021-03-05,19:43,0.0,20.5,,,
2021-03-05,19:44,0.0,20.5,,,
2021-03-05,19:45,0.0,20.5,,,
2021-03-05,19:46,0.0,20.4,,,
2021-03-05,19:47,0.0,20.4,,,
2021-03-05,19:48,0.0,20.4,,,
2021-03-05,19:49,0.0,20.4,,,
2021-03-05,19:50,0.0,20.4,,,
2021-03-05,19:51,0.0,20.3,,,
2021-03-05,19:52,0.0,20.3,,,
2021-03-05,19:53,0.0,20.3,,,
2021-03-05,19:54,0.0,20.3,,,
2021-03-05,19:55,0.0,20.2,,,
2021-03-05,19:56,21.2,20.2,,,
2021-03-05,19:57,21.2,20.2,,,
2021-03-05,19:58,21.1,20.2,,,
2021-03-05,19:59,20.8,20.2,,,
2021-03-05,20:00,20.7,20.1,,,
2021-03-05,20:01,20.6,20.1,,,
2021-03-05,20:02,20.5,20.1,,,
2021-03-05,20:03,0.0,20.1,,,
2021-03-05,20:04,20.2,20.1,,,
2021-03-05,20:05,20.2,20.0,,,
2021-03-05,20:06,20.2,20.0,,,
2021-03-05,20:07,20.2,19.9,,,
2021-03-05,20:08,20.1,19.9,,,
2021-03-05,20:09,20.1,19.9,,,
2021-03-05,20:10,20.0,19.8,,,
2021-03-05,20:11,20.0,19.8,,,
2021-03-05,20:12,19.8,19.7,,,
2021-03-05,20:13,19.7,19.7,,,
2021-03-05,20:14,19.7,19.7,,,
2021-03-05,20:15,19.7,19.6,,,
2021-03-05,20:16,19.7,19.6,,,
2021-03-05,20:17,19.7,19.5,,,
2021-03-05,20:18,19.6,19.5,,,
2021-03-05,20:19,0.0,19.5,,,
2021-03-05,20:20,19.5,19.4,,,
2021-03-05,20:21,19.5,19.4,,,
2021-03-05,20:22,19.3,19.3,,,
2021-03-05,20:23,19.3,19.3,,,
2021-03-05,20:24,19.3,19.3,,,
2021-03-05,20:25,19.2,19.2,,,
2021-03-05,20:26,19.2,19.2,,,
2021-03-05,20:27,0.0,19.1,,,
2021-03-05,20:28,0.0,19.1,,,
2021-03-05,20:29,0.0,19.1,,,
2021-03-05,20:30,0.0,19.0,,,
2021-03-05,20:31,0.0,19.0,,,
2021-03-05,20:32,0.0,18.9,,,
2021-03-05,20:33,0.0,18.9,,,
2021-03-05,20:34,0.0,18.9,,,
2021-03-05,20:35,0.0,18.8,,,
2021-03-05,20:36,0.0,18.8,,,
2021-03-05,20:37,0.0,18.7,,,
2021-03-05,20:38,0.0,18.7,,,
2021-03-05,20:39,0.0,18.7,,,
2021-03-05,20:40,0.0,18.6,,,
2021-03-05,20:41,0.0,18.6,,,
2021-03-05,20:42,0.0,18.5,,,
2021-03-05,20:43,0.0,18.5,,,
2021-03-05,20:44,0.0,18.5,,,
2021-03-05,20:45,0.0,18.4,,,
2021-03-05,20:46,19.0,18.4,,,
2021-03-05,20:47,0.0,18.3,,,
2021-03-05,20:48,19.0,18.3,,,
2021-03-05,20:49,18.8,18.3,,,
2021-03-05,20:50,18.7,18.2,,,
2021-03-05,20:51,18.6,18.2,,,
2021-03-05,20:52,18.5,18.1,,,
2021-03-05,20:53,18.3,18.1,,,
2021-03-05,20:54,18.2,18.1,,,
2021-03-05,20:55,18.2,18.0,,,
2021-03-05,20:56,18.1,18.0,,,
2021-03-05,20:57,18.1,17.9,,,
2021-03-05,20:58,18.0,17.9,,,
2021-03-05,20:59,18.0,17.9,,,
2021-03-05,21:00,17.8,17.8,,,
2021-03-05,21:01,17.7,17.8,,,
2021-03-05,21:02,0.0,17.7,,,
2021-03-05,21:03,17.7,17.7,,,
2021-03-05,21:04,17.7,17.7,,,
2021-03-05,21:05,17.7,17.7,,,
2021-03-05,21:06,17.7,17.8,,,
2021-03-05,21:07,17.6,17.9,,,
2021-03-05,21:08,17.6,17.9,,,
2021-03-05,21:09,17.6,18.0,,,
2021-03-05,21:10,0.0,18.1,,,
2021-03-05,21:11,17.6,18.1,,,
2021-03-05,21:12,17.6,18.2,,,
2021-03-05,21:13,17.7,18.3,,,
2021-03-05,21:14,17.8,18.4,,,
2021-03-05,21:15,17.8,18.4,,,
2021-03-05,21:16,18.0,18.5,,,
2021-03-05,21:17,18.0,18.6,,,
2021-03-05,21:18,18.1,18.6,,,
2021-03-05,21:19,18.2,18.7,,,
2021-03-05,21:20,18.2,18.8,,,
2021-03-05,21:21,18.3,18.8,,,
2021-03-05,21:22,18.3,18.9,,,
2021-03-05,21:23,18.5,19.0,,,
2021-03-05,21:24,18.6,19.1,,,
2021-03-05,21:25,18.7,19.1,,,
2021-03-05,21:26,18.7,19.2,,,
2021-03-05,21:27,0.0,19.3,,,
2021-03-05,21:28,18.8,19.3,,,
2021-03-05,21:29,19.0,19.4,,,
2021-03-05,21:30,19.0,19.5,,,
2021-03-05,21:31,19.1,19.5,,,
2021-03-05,21:32,19.2,19.6,,,
2021-03-05,21:33,19.2,19.7,,,
2021-03-05,21:34,19.2,19.8,,,
2021-03-05,21:35,0.0,19.8,,,
2021-03-05,21:36,19.5,19.9,,,
2021-03-05,21:37,19.6,20.0,,,
2021-03-05,21:38,19.7,20.0,,,
2021-03-05,21:39,19.7,20.1,,,
2021-03-05,21:40,19.8,20.2,,,
2021-03-05,21:41,19.8,20.2,,,
2021-03-05,21:42,20.0,20.3,,,
2021-03-05,21:43,0.0,20.4,,,
2021-03-05,21:44,20.2,20.5,,,
2021-03-05,21:45,20.2,20.5,,,
2021-03-05,21:46,20.2,20.6,,,
2021-03-05,21:47,20.3,20.7,,,
2021-03-05,21:48,20.5,20.7,,,
2021-03-05,21:49,20.5,20.8,,,
2021-03-05,21:50,0.0,20.9,,,
2021-03-05,21:51,0.0,20.9,,,
2021-03-05,21:52,20.7,21.0,,,
2021-03-05,21:53,20.7,21.1,,,
2021-03-05,21:54,20.8,21.2,,,
2021-03-05,21:55,21.0,21.2,,,
2021-03-05,21:56,21.1,21.3,,,
2021-03-05,21:57,21.2,21.4,,,
2021-03-05,21:58,21.2,21.4,,,
2021-03-05,21:59,0.0,21.5,,,
2021-03-05,22:00,21.2,21.6,,,
2021-03-05,22:01,21.2,21.6,,,
2021-03-05,22:02,21.2,21.7,,,
2021-03-05,22:03,21.3,21.8,,,
2021-03-05,22:04,21.3,21.9,,,
2021-03-05,22:05,21.5,21.9,,,
2021-03-05,22:06,21.6,21.9,,,
2021-03-05,22:07,0.0,21.9,,,
2021-03-05,22:08,0.0,21.9,,,
2021-03-05,22:09,0.0,21.9,,,
2021-03-05,22:10,0.0,21.9,,,
2021-03-05,22:11,0.0,21.9,,,
2021-03-05,22:12,0.0,21.9,,,
2021-03-05,22:13,0.0,21.9,,,
2021-03-05,22:14,0.0,21.9,,,
2021-03-05,22:15,0.0,22.0,,,
2021-03-05,22:16,0.0,22.0,,,
2021-03-05,22:17,0.0,22.0,,,
2021-03-05,22:18,0.0,22.0,,,
2021-03-05,22:19,0.0,22.0,,,
2021-03-05,22:20,0.0,22.0,,,
2021-03-05,22:21,0.0,22.0,,,
2021-03-05,22:22,0.0,22.0,,,
2021-03-05,22:23,0.0,22.0,,,
2021-03-05,22:24,0.0,22.0,,,
2021-03-05,22:25,0.0,22.0,,,
2021-03-05,22:26,0.0,22.1,,,
2021-03-05,22:27,21.8,22.1,,,
2021-03-05,22:28,21.8,22.1,,,
2021-03-05,22:29,21.8,22.1,,,
2021-03-05,22:30,21.8,22.1,,,
2021-03-05,22:31,0.0,22.1,,,
2021-03-05,22:32,0.0,22.1,,,
2021-03-05,22:33,22.1,22.1,,,
2021-03-05,22:34,22.1,22.1,,,
2021-03-05,22:35,22.1,22.1,,,
2021-03-05,22:36,22.1,22.2,,,
2021-03-05,22:37,22.2,22.2,,,
2021-03-05,22:38,22.2,22.2,,,
2021-03-05,22:39,22.2,22.2,,,
2021-03-05,22:40,0.0,22.2,,,
2021-03-05,22:41,22.2,22.2,,,
2021-03-05,22:42,22.2,22.2,,,
2021-03-05,22:43,22.2,22.2,,,
2021-03-05,22:44,22.2,22.2,,,
2021-03-05,22:45,22.2,22.2,,,
2021-03-05,22:46,22.2,22.2,,,
2021-03-05,22:47,22.2,22.3,,,
2021-03-05,22:48,0.0,22.3,,,
2021-03-05,22:49,22.2,22.3,,,
2021-03-05,22:50,22.2,22.3,,,
2021-03-05,22:51,22.2,22.3,,,
2021-03-05,22:52,0.0,22.3,,,
2021-03-05,22:53,22.3,22.3,,,
2021-03-05,22:54,22.3,22.3,,,
2021-03-05,22:55,22.3,22.3,,,
2021-03-05,22:56,0.0,22.3,,,
2021-03-05,22:57,0.0,22.4,,,
2021-03-05,22:58,0.0,22.4,,,
2021-03-05,22:59,0.0,22.4,,,
2021-03-05,23:00,0.0,22.4,,,
2021-03-05,23:01,0.0,22.4,,,
2021-03-05,23:02,0.0,22.4,,,
2021-03-05,23:03,0.0,22.4,,,
2021-03-05,23:04,0.0,22.4,,,
2021-03-05,23:05,0.0,22.4,,,
2021-03-05,23:06,0.0,22.4,,,
2021-03-05,23:07,0.0,22.4,,,
2021-03-05,23:08,0.0,22.5,,,
2021-03-05,23:09,0.0,22.5,,,
2021-03-05,23:10,0.0,22.5,,,
2021-03-05,23:11,0.0,22.5,,,
2021-03-05,23:12,0.0,22.5,,,
2021-03-05,23:13,0.0,22.5,,,
2021-03-05,23:14,0.0,22.5,,,
2021-03-05,23:15,0.0,22.5,,,
2021-03-05,23:16,0.0,22.5,,,
2021-03-05,23:17,0.0,22.5,,,
2021-03-05,23:18,22.6,22.6,,,
2021-03-05,23:19,22.6,22.6,,,
2021-03-05,23:20,22.6,22.6,,,
2021-03-05,23:21,0.0,22.6,,,
2021-03-05,23:22,22.7,22.6,,,
2021-03-05,23:23,22.7,22.6,,,
2021-03-05,23:24,22.7,22.7,,,
2021-03-05,23:25,22.7,22.7,,,
2021-03-05,23:26,22.7,22.7,,,
2021-03-05,23:27,22.7,22.7,,,
2021-03-05,23:28,22.7,22.7,,,
2021-03-05,23:29,22.8,22.8,,,
