Company,,University of Waterloo,,Tested by,,
2022-06-23,10:35,17.3,17.8,,,
2022-06-23,10:36,17.5,17.8,,,
2022-06-23,10:37,17.5,17.8,,,
2022-06-23,10:38,17.6,17.8,,,
2022-06-23,10:39,17.7,17.9,,,
2022-06-23,10:40,17.7,17.9,,,
2022-06-23,10:41,17.7,17.9,,,
2022-06-23,10:42,17.7,17.9,,,
2022-06-23,10:43,17.7,17.9,,,
2022-06-23,10:44,17.7,18.0,,,
2022-06-23,10:45,17.7,18.0,,,
2022-06-23,10:46,0.0,18.0,,,
2022-06-23,10:47,17.7,18.0,,,
2022-06-23,10:48,17.7,18.0,,,
2022-06-23,10:49,17.7,18.1,,,
2022-06-23,10:50,17.8,18.1,,,
2022-06-23,10:51,17.8,18.1,,,
2022-06-23,10:52,17.8,18.1,,,
2022-06-23,10:53,18.0,18.2,,,
2022-06-23,10:54,18.0,18.2,,,
2022-06-23,10:55,18.0,18.2,,,
2022-06-23,10:56,18.1,18.2,,,
2022-06-23,10:57,18.1,18.2,,,
2022-06-23,10:58,18.1,18.3,,,
2022-06-23,10:59,18.1,18.3,,,
2022-06-23,11:00,18.1,18.3,,,
2022-06-23,11:01,18.2,18.3,,,
2022-06-23,11:02,18.2,18.4,,,
2022-06-23,11:03,18.2,18.4,,,
2022-06-23,11:04,18.2,18.4,,,
2022-06-23,11:05,18.2,18.4,,,
2022-06-23,11:06,18.2,18.4,,,
2022-06-23,11:07,18.2,18.5,,,
2022-06-23,11:08,18.3,18.5,,,
2022-06-23,11:09,18.3,18.5,,,
2022-06-23,11:10,18.3,18.5,,,
2022-06-23,11:11,18.5,18.5,,,
2022-06-23,11:12,18.5,18.6,,,
2022-06-23,11:13,18.5,18.6,,,
2022-06-23,11:14,18.5,18.6,,,
2022-06-23,11:15,18.5,18.6,,,
2022-06-23,11:16,18.6,18.7,,,
2022-06-23,11:17,18.6,18.7,,,
2022-06-23,11:18,18.6,18.7,,,
2022-06-23,11:19,18.6,18.7,,,
2022-06-23,11:20,18.6,18.7,,,
2022-06-23,11:21,18.7,18.8,,,
2022-06-23,11:22,18.7,18.8,,,
2022-06-23,11:23,18.8,18.8,,,
2022-06-23,11:24,18.7,18.8,,,
2022-06-23,11:25,18.7,18.9,,,
2022-06-23,11:26,18.8,18.9,,,
2022-06-23,11:27,18.8,18.9,,,
2022-06-23,11:28,18.7,18.9,,,
2022-06-23,11:29,18.7,18.9,,,
2022-06-23,11:30,18.8,19.0,,,
2022-06-23,11:31,18.8,19.0,,,
2022-06-23,11:32,19.0,19.0,,,
2022-06-23,11:33,19.0,19.0,,,
2022-06-23,11:34,19.0,19.0,,,
2022-06-23,11:35,19.0,19.1,,,
2022-06-23,11:36,19.1,19.1,,,
2022-06-23,11:37,19.1,19.1,,,
2022-06-23,11:38,19.1,19.1,,,
2022-06-23,11:39,19.1,19.2,,,
2022-06-23,11:40,19.1,19.2,,,
2022-06-23,11:41,19.1,19.2,,,
2022-06-23,11:42,19.2,19.2,,,
2022-06-23,11:43,19.2,19.2,,,
2022-06-23,11:44,19.2,19.3,,,
2022-06-23,11:45,19.2,19.3,,,
2022-06-23,11:46,19.2,19.3,,,
2022-06-23,11:47,19.2,19.3,,,
2022-06-23,11:48,19.2,19.3,,,
2022-06-23,11:49,19.2,19.4,,,
2022-06-23,11:50,19.2,19.4,,,
2022-06-23,11:51,19.2,19.4,,,
2022-06-23,11:52,19.2,19.4,,,
2022-06-23,11:53,19.3,19.5,,,
2022-06-23,11:54,19.3,19.5,,,
2022-06-23,11:55,19.3,19.5,,,
2022-06-23,11:56,19.3,19.5,,,
2022-06-23,11:57,19.3,19.5,,,
2022-06-23,11:58,19.5,19.6,,,
