"Plot Title: greenhouse_1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 874406, SEN S/N: 874406)","Intensity, Lux (LGR S/N: 874406, SEN S/N: 874406)","Coupler Attached (LGR S/N: 874406)","Host Connected (LGR S/N: 874406)","Stopped (LGR S/N: 874406)","End Of File (LGR S/N: 874406)"
209,08/15/24 06:00:00  AM,22.908,0.0,,,,
210,08/15/24 07:00:00  AM,22.525,118.4,,,,
211,08/15/24 08:00:00  AM,22.621,656.6,,,,
212,08/15/24 09:00:00  AM,24.158,1280.9,,,,
213,08/15/24 10:00:00  AM,28.754,7233.4,,,,
214,08/15/24 11:00:00  AM,30.154,3616.7,,,,
215,08/15/24 12:00:00  PM,33.014,4822.3,,,,
216,08/15/24 01:00:00  PM,34.796,4994.5,,,,
217,08/15/24 02:00:00  PM,35.542,3100.0,,,,
218,08/15/24 03:00:00  PM,36.295,4650.0,,,,
219,08/15/24 04:00:00  PM,36.079,2583.4,,,,
220,08/15/24 05:00:00  PM,35.649,1722.2,,,,
221,08/15/24 06:00:00  PM,34.691,861.1,,,,
222,08/15/24 07:00:00  PM,33.326,355.2,,,,
223,08/15/24 08:00:00  PM,31.880,75.3,,,,
224,08/15/24 09:00:00  PM,30.457,0.0,,,,
225,08/15/24 10:00:00  PM,29.252,0.0,,,,
226,08/15/24 11:00:00  PM,27.961,0.0,,,,
227,08/16/24 12:00:00  AM,26.977,0.0,,,,
228,08/16/24 01:00:00  AM,26.097,0.0,,,,
229,08/16/24 02:00:00  AM,25.416,0.0,,,,
230,08/16/24 03:00:00  AM,24.738,0.0,,,,
231,08/16/24 04:00:00  AM,24.255,0.0,,,,
232,08/16/24 05:00:00  AM,23.773,0.0,,,,
233,08/16/24 06:00:00  AM,23.484,0.0,,,,
234,08/16/24 07:00:00  AM,23.484,107.6,,,,
235,08/16/24 08:00:00  AM,23.869,204.5,,,,
236,08/16/24 09:00:00  AM,24.641,452.1,,,,
237,08/16/24 10:00:00  AM,25.610,828.8,,,,
238,08/16/24 10:51:30  AM,,,Logged,,,
239,08/16/24 10:51:42  AM,,,,Logged,,
240,08/16/24 10:52:13  AM,,,,,Logged,Logged
