Company,,University of Waterloo,,Tested by,,
2022-09-22,15:15,10.1,10.1,,,
2022-09-22,15:16,10.1,10.2,,,
2022-09-22,15:17,10.1,10.2,,,
2022-09-22,15:18,10.1,10.2,,,
2022-09-22,15:19,10.1,10.3,,,
2022-09-22,15:20,10.1,10.3,,,
2022-09-22,15:21,10.3,10.3,,,
2022-09-22,15:22,10.3,10.4,,,
2022-09-22,15:23,10.3,10.4,,,
2022-09-22,15:24,10.3,10.4,,,
2022-09-22,15:25,10.5,10.5,,,
2022-09-22,15:26,10.5,10.5,,,
2022-09-22,15:27,10.5,10.5,,,
2022-09-22,15:28,10.5,10.6,,,
2022-09-22,15:29,10.5,10.6,,,
2022-09-22,15:30,10.6,10.6,,,
2022-09-22,15:31,10.6,10.7,,,
2022-09-22,15:32,10.6,10.6,,,
2022-09-22,15:33,10.6,10.5,,,
2022-09-22,15:34,10.6,10.4,,,
2022-09-22,15:35,10.6,10.4,,,
2022-09-22,15:36,10.6,10.3,,,
2022-09-22,15:37,10.6,10.2,,,
2022-09-22,15:38,10.6,10.1,,,
2022-09-22,15:39,10.6,10.1,,,
2022-09-22,15:40,10.5,10.0,,,
2022-09-22,15:41,10.3,9.9,,,
2022-09-22,15:42,10.3,9.8,,,
2022-09-22,15:43,10.3,9.8,,,
2022-09-22,15:44,10.3,9.7,,,
2022-09-22,15:45,10.1,9.6,,,
2022-09-22,15:46,10.1,9.6,,,
2022-09-22,15:47,9.8,9.5,,,
2022-09-22,15:48,9.8,9.4,,,
2022-09-22,15:49,9.8,9.3,,,
2022-09-22,15:50,9.8,9.3,,,
2022-09-22,15:51,9.8,9.2,,,
2022-09-22,15:52,9.8,9.1,,,
2022-09-22,15:53,9.6,9.0,,,
2022-09-22,15:54,9.5,9.0,,,
2022-09-22,15:55,9.5,8.9,,,
2022-09-22,15:56,9.3,8.8,,,
2022-09-22,15:57,9.3,8.7,,,
2022-09-22,15:58,9.1,8.7,,,
2022-09-22,15:59,9.1,8.6,,,
2022-09-22,16:00,9.1,8.5,,,
2022-09-22,16:01,9.0,8.5,,,
2022-09-22,16:02,8.8,8.4,,,
2022-09-22,16:03,8.8,8.3,,,
2022-09-22,16:04,8.6,8.2,,,
2022-09-22,16:05,8.6,8.2,,,
2022-09-22,16:06,8.5,8.1,,,
2022-09-22,16:07,8.3,8.0,,,
2022-09-22,16:08,8.3,7.9,,,
2022-09-22,16:09,8.1,7.9,,,
2022-09-22,16:10,8.1,7.8,,,
2022-09-22,16:11,8.1,7.7,,,
2022-09-22,16:12,8.1,7.6,,,
2022-09-22,16:13,8.0,7.6,,,
2022-09-22,16:14,7.9,7.5,,,
2022-09-22,16:15,7.6,7.4,,,
2022-09-22,16:16,7.6,7.4,,,
2022-09-22,16:17,7.6,7.3,,,
2022-09-22,16:18,7.6,7.2,,,
2022-09-22,16:19,7.5,7.1,,,
2022-09-22,16:20,7.4,7.1,,,
2022-09-22,16:21,7.4,7.0,,,
2022-09-22,16:22,7.3,6.9,,,
2022-09-22,16:23,7.1,6.8,,,
2022-09-22,16:24,7.1,6.8,,,
2022-09-22,16:25,7.0,6.7,,,
2022-09-22,16:26,7.0,6.6,,,
2022-09-22,16:27,7.0,6.5,,,
2022-09-22,16:28,7.0,6.5,,,
2022-09-22,16:29,6.9,6.4,,,
2022-09-22,16:30,6.9,6.3,,,
2022-09-22,16:31,6.9,6.3,,,
2022-09-22,16:32,6.8,6.3,,,
2022-09-22,16:33,6.8,6.3,,,
2022-09-22,16:34,6.6,6.4,,,
2022-09-22,16:35,6.6,6.4,,,
2022-09-22,16:36,6.6,6.4,,,
2022-09-22,16:37,6.5,6.5,,,
2022-09-22,16:38,6.5,6.5,,,
2022-09-22,16:39,6.5,6.5,,,
2022-09-22,16:40,6.4,6.6,,,
2022-09-22,16:41,6.4,6.6,,,
2022-09-22,16:42,6.5,6.7,,,
2022-09-22,16:43,6.5,6.7,,,
2022-09-22,16:44,6.5,6.7,,,
2022-09-22,16:45,6.5,6.8,,,
2022-09-22,16:46,6.5,6.8,,,
2022-09-22,16:47,6.5,6.8,,,
2022-09-22,16:48,6.5,6.9,,,
2022-09-22,16:49,6.5,6.9,,,
2022-09-22,16:50,6.5,6.9,,,
2022-09-22,16:51,6.5,7.0,,,
2022-09-22,16:52,6.5,7.0,,,
2022-09-22,16:53,6.5,7.1,,,
2022-09-22,16:54,6.5,7.1,,,
2022-09-22,16:55,6.8,7.1,,,
2022-09-22,16:56,6.8,7.2,,,
2022-09-22,16:57,6.8,7.2,,,
2022-09-22,16:58,6.9,7.2,,,
2022-09-22,16:59,7.0,7.3,,,
2022-09-22,17:00,7.0,7.3,,,
2022-09-22,17:01,7.0,7.4,,,
2022-09-22,17:02,7.0,7.4,,,
2022-09-22,17:03,7.0,7.4,,,
2022-09-22,17:04,7.0,7.5,,,
2022-09-22,17:05,7.0,7.5,,,
2022-09-22,17:06,7.1,7.5,,,
2022-09-22,17:07,7.3,7.6,,,
2022-09-22,17:08,7.3,7.6,,,
2022-09-22,17:09,7.3,7.6,,,
2022-09-22,17:10,7.4,7.7,,,
2022-09-22,17:11,7.4,7.7,,,
2022-09-22,17:12,7.4,7.8,,,
2022-09-22,17:13,7.4,7.8,,,
2022-09-22,17:14,7.5,7.8,,,
2022-09-22,17:15,7.5,7.9,,,
2022-09-22,17:16,7.5,7.9,,,
2022-09-22,17:17,7.6,7.9,,,
2022-09-22,17:18,7.6,8.0,,,
2022-09-22,17:19,7.8,8.0,,,
2022-09-22,17:20,7.8,8.0,,,
2022-09-22,17:21,7.9,8.1,,,
2022-09-22,17:22,7.9,8.1,,,
2022-09-22,17:23,7.9,8.2,,,
2022-09-22,17:24,7.9,8.2,,,
2022-09-22,17:25,8.0,8.2,,,
2022-09-22,17:26,8.0,8.3,,,
2022-09-22,17:27,8.0,8.3,,,
2022-09-22,17:28,8.1,8.3,,,
2022-09-22,17:29,8.1,8.4,,,
2022-09-22,17:30,8.1,8.4,,,
2022-09-22,17:31,8.3,8.5,,,
2022-09-22,17:32,8.3,8.5,,,
2022-09-22,17:33,8.3,8.5,,,
2022-09-22,17:34,8.3,8.5,,,
2022-09-22,17:35,8.5,8.5,,,
2022-09-22,17:36,8.5,8.5,,,
2022-09-22,17:37,8.5,8.5,,,
2022-09-22,17:38,8.5,8.5,,,
2022-09-22,17:39,8.5,8.6,,,
2022-09-22,17:40,8.6,8.6,,,
2022-09-22,17:41,8.6,8.6,,,
2022-09-22,17:42,8.6,8.6,,,
2022-09-22,17:43,8.6,8.6,,,
2022-09-22,17:44,8.6,8.6,,,
2022-09-22,17:45,8.6,8.6,,,
2022-09-22,17:46,8.6,8.7,,,
2022-09-22,17:47,8.6,8.7,,,
2022-09-22,17:48,8.8,8.7,,,
2022-09-22,17:49,8.8,8.7,,,
2022-09-22,17:50,8.8,8.7,,,
2022-09-22,17:51,8.8,8.7,,,
2022-09-22,17:52,8.8,8.7,,,
2022-09-22,17:53,8.8,8.7,,,
2022-09-22,17:54,8.8,8.8,,,
2022-09-22,17:55,8.8,8.8,,,
2022-09-22,17:56,8.8,8.8,,,
2022-09-22,17:57,8.8,8.8,,,
2022-09-22,17:58,8.8,8.8,,,
2022-09-22,17:59,8.8,8.8,,,
2022-09-22,18:00,8.8,8.8,,,
2022-09-22,18:01,8.8,8.9,,,
2022-09-22,18:02,8.8,8.9,,,
2022-09-22,18:03,8.8,8.9,,,
2022-09-22,18:04,8.8,8.9,,,
2022-09-22,18:05,8.8,8.9,,,
2022-09-22,18:06,8.8,8.9,,,
2022-09-22,18:07,8.8,8.9,,,
2022-09-22,18:08,9.0,8.9,,,
2022-09-22,18:09,9.0,9.0,,,
2022-09-22,18:10,9.0,9.0,,,
2022-09-22,18:11,8.8,9.0,,,
2022-09-22,18:12,9.0,9.0,,,
2022-09-22,18:13,9.0,9.0,,,
2022-09-22,18:14,9.0,9.0,,,
2022-09-22,18:15,9.0,9.0,,,
2022-09-22,18:16,9.0,9.1,,,
2022-09-22,18:17,9.0,9.1,,,
2022-09-22,18:18,9.1,9.1,,,
2022-09-22,18:19,9.1,9.1,,,
2022-09-22,18:20,9.1,9.1,,,
2022-09-22,18:21,9.1,9.1,,,
2022-09-22,18:22,9.1,9.1,,,
2022-09-22,18:23,9.1,9.1,,,
2022-09-22,18:24,9.1,9.2,,,
2022-09-22,18:25,9.1,9.2,,,
2022-09-22,18:26,9.1,9.2,,,
2022-09-22,18:27,9.1,9.2,,,
2022-09-22,18:28,9.1,9.2,,,
2022-09-22,18:29,9.1,9.2,,,
2022-09-22,18:30,9.1,9.2,,,
2022-09-22,18:31,9.1,9.3,,,
2022-09-22,18:32,9.1,9.3,,,
2022-09-22,18:33,9.3,9.3,,,
2022-09-22,18:34,9.3,9.3,,,
2022-09-22,18:35,9.3,9.3,,,
2022-09-22,18:36,9.3,9.4,,,
2022-09-22,18:37,9.3,9.4,,,
2022-09-22,18:38,9.3,9.4,,,
2022-09-22,18:39,9.3,9.4,,,
2022-09-22,18:40,9.3,9.4,,,
2022-09-22,18:41,9.3,9.5,,,
2022-09-22,18:42,9.3,9.5,,,
2022-09-22,18:43,9.3,9.5,,,
2022-09-22,18:44,9.3,9.5,,,
2022-09-22,18:45,9.3,9.5,,,
2022-09-22,18:46,9.5,9.6,,,
2022-09-22,18:47,9.5,9.6,,,
2022-09-22,18:48,9.6,9.6,,,
2022-09-22,18:49,9.6,9.6,,,
2022-09-22,18:50,9.6,9.6,,,
2022-09-22,18:51,9.6,9.7,,,
2022-09-22,18:52,9.6,9.7,,,
2022-09-22,18:53,9.6,9.7,,,
2022-09-22,18:54,9.6,9.7,,,
2022-09-22,18:55,9.6,9.7,,,
2022-09-22,18:56,9.6,9.8,,,
2022-09-22,18:57,9.6,9.8,,,
2022-09-22,18:58,9.6,9.8,,,
2022-09-22,18:59,9.6,9.8,,,
2022-09-22,19:00,9.6,9.8,,,
2022-09-22,19:01,9.8,9.9,,,
2022-09-22,19:02,9.8,9.9,,,
2022-09-22,19:03,9.8,9.9,,,
2022-09-22,19:04,9.8,9.9,,,
2022-09-22,19:05,9.8,9.9,,,
2022-09-22,19:06,9.8,10.0,,,
2022-09-22,19:07,9.8,10.0,,,
2022-09-22,19:08,9.8,10.0,,,
2022-09-22,19:09,10.0,10.0,,,
2022-09-22,19:10,10.0,10.0,,,
2022-09-22,19:11,10.1,10.1,,,
2022-09-22,19:12,10.1,10.1,,,
2022-09-22,19:13,10.1,10.1,,,
2022-09-22,19:14,10.1,10.1,,,
2022-09-22,19:15,10.1,10.1,,,
2022-09-22,19:16,10.1,10.2,,,
2022-09-22,19:17,10.1,10.2,,,
2022-09-22,19:18,10.1,10.2,,,
2022-09-22,19:19,10.1,10.2,,,
2022-09-22,19:20,10.1,10.2,,,
2022-09-22,19:21,10.1,10.3,,,
2022-09-22,19:22,10.1,10.3,,,
2022-09-22,19:23,10.1,10.3,,,
2022-09-22,19:24,10.1,10.3,,,
2022-09-22,19:25,10.1,10.3,,,
2022-09-22,19:26,10.3,10.4,,,
2022-09-22,19:27,10.3,10.4,,,
2022-09-22,19:28,10.3,10.4,,,
2022-09-22,19:29,10.3,10.4,,,
2022-09-22,19:30,10.3,10.4,,,
2022-09-22,19:31,10.3,10.5,,,
2022-09-22,19:32,10.5,10.4,,,
2022-09-22,19:33,10.5,10.4,,,
2022-09-22,19:34,10.5,10.4,,,
2022-09-22,19:35,10.5,10.4,,,
2022-09-22,19:36,10.5,10.4,,,
2022-09-22,19:37,10.5,10.3,,,
2022-09-22,19:38,10.5,10.3,,,
2022-09-22,19:39,10.5,10.3,,,
2022-09-22,19:40,10.5,10.3,,,
2022-09-22,19:41,10.5,10.3,,,
2022-09-22,19:42,10.5,10.2,,,
2022-09-22,19:43,10.3,10.2,,,
2022-09-22,19:44,10.3,10.2,,,
2022-09-22,19:45,10.3,10.2,,,
2022-09-22,19:46,10.3,10.2,,,
2022-09-22,19:47,10.3,10.1,,,
2022-09-22,19:48,10.3,10.1,,,
2022-09-22,19:49,10.3,10.1,,,
2022-09-22,19:50,10.3,10.1,,,
2022-09-22,19:51,10.3,10.1,,,
2022-09-22,19:52,10.3,10.0,,,
2022-09-22,19:53,10.3,10.0,,,
2022-09-22,19:54,10.1,10.0,,,
2022-09-22,19:55,10.1,10.0,,,
2022-09-22,19:56,10.0,10.0,,,
2022-09-22,19:57,10.0,9.9,,,
2022-09-22,19:58,10.0,9.9,,,
2022-09-22,19:59,10.0,9.9,,,
2022-09-22,20:00,9.8,9.9,,,
2022-09-22,20:01,10.1,9.9,,,
2022-09-22,20:02,10.1,9.8,,,
2022-09-22,20:03,10.0,9.8,,,
2022-09-22,20:04,9.8,9.8,,,
2022-09-22,20:05,9.8,9.8,,,
2022-09-22,20:06,9.8,9.8,,,
2022-09-22,20:07,9.8,9.7,,,
2022-09-22,20:08,9.8,9.7,,,
2022-09-22,20:09,9.8,9.7,,,
2022-09-22,20:10,9.8,9.7,,,
2022-09-22,20:11,9.8,9.7,,,
2022-09-22,20:12,9.8,9.6,,,
2022-09-22,20:13,9.8,9.6,,,
2022-09-22,20:14,9.8,9.6,,,
2022-09-22,20:15,9.8,9.6,,,
2022-09-22,20:16,9.6,9.6,,,
2022-09-22,20:17,9.6,9.5,,,
2022-09-22,20:18,9.6,9.5,,,
2022-09-22,20:19,9.6,9.5,,,
2022-09-22,20:20,9.5,9.5,,,
2022-09-22,20:21,9.5,9.5,,,
2022-09-22,20:22,9.5,9.4,,,
2022-09-22,20:23,9.5,9.4,,,
2022-09-22,20:24,9.5,9.4,,,
2022-09-22,20:25,9.5,9.4,,,
2022-09-22,20:26,9.5,9.4,,,
2022-09-22,20:27,9.3,9.3,,,
2022-09-22,20:28,9.3,9.3,,,
2022-09-22,20:29,9.3,9.3,,,
2022-09-22,20:30,9.3,9.3,,,
2022-09-22,20:31,9.3,9.3,,,
2022-09-22,20:32,9.3,9.2,,,
2022-09-22,20:33,9.1,9.2,,,
2022-09-22,20:34,9.1,9.2,,,
2022-09-22,20:35,9.1,9.2,,,
2022-09-22,20:36,9.1,9.1,,,
2022-09-22,20:37,9.1,9.1,,,
2022-09-22,20:38,9.1,9.1,,,
2022-09-22,20:39,9.1,9.1,,,
2022-09-22,20:40,9.1,9.0,,,
2022-09-22,20:41,9.1,9.0,,,
2022-09-22,20:42,9.1,9.0,,,
2022-09-22,20:43,9.1,9.0,,,
2022-09-22,20:44,9.0,8.9,,,
2022-09-22,20:45,9.0,8.9,,,
2022-09-22,20:46,9.0,8.9,,,
2022-09-22,20:47,8.8,8.9,,,
2022-09-22,20:48,8.8,8.9,,,
2022-09-22,20:49,8.8,8.8,,,
2022-09-22,20:50,8.8,8.8,,,
2022-09-22,20:51,8.8,8.8,,,
2022-09-22,20:52,8.8,8.8,,,
2022-09-22,20:53,8.8,8.7,,,
2022-09-22,20:54,8.8,8.7,,,
2022-09-22,20:55,8.6,8.7,,,
2022-09-22,20:56,8.6,8.7,,,
2022-09-22,20:57,8.6,8.6,,,
2022-09-22,20:58,8.6,8.6,,,
2022-09-22,20:59,8.6,8.6,,,
2022-09-22,21:00,8.6,8.6,,,
2022-09-22,21:01,8.5,8.6,,,
2022-09-22,21:02,8.3,8.5,,,
2022-09-22,21:03,8.1,8.5,,,
2022-09-22,21:04,8.0,8.5,,,
2022-09-22,21:05,7.9,8.5,,,
2022-09-22,21:06,7.8,8.4,,,
2022-09-22,21:07,7.8,8.4,,,
2022-09-22,21:08,7.6,8.4,,,
2022-09-22,21:09,7.6,8.4,,,
2022-09-22,21:10,7.6,8.3,,,
2022-09-22,21:11,7.6,8.3,,,
2022-09-22,21:12,7.6,8.3,,,
2022-09-22,21:13,7.6,8.3,,,
2022-09-22,21:14,7.6,8.2,,,
2022-09-22,21:15,7.6,8.2,,,
2022-09-22,21:16,7.6,8.2,,,
2022-09-22,21:17,7.6,8.2,,,
2022-09-22,21:18,7.6,8.2,,,
2022-09-22,21:19,7.5,8.1,,,
2022-09-22,21:20,7.5,8.1,,,
2022-09-22,21:21,7.5,8.1,,,
2022-09-22,21:22,7.5,8.1,,,
2022-09-22,21:23,7.5,8.0,,,
2022-09-22,21:24,7.5,8.0,,,
2022-09-22,21:25,7.5,8.0,,,
2022-09-22,21:26,7.5,8.0,,,
2022-09-22,21:27,7.5,7.9,,,
2022-09-22,21:28,7.5,7.9,,,
2022-09-22,21:29,7.5,7.9,,,
2022-09-22,21:30,7.5,7.9,,,
2022-09-22,21:31,7.5,7.9,,,
2022-09-22,21:32,7.5,7.9,,,
2022-09-22,21:33,7.5,7.9,,,
2022-09-22,21:34,7.5,8.0,,,
2022-09-22,21:35,7.5,8.0,,,
2022-09-22,21:36,7.5,8.1,,,
2022-09-22,21:37,7.5,8.1,,,
2022-09-22,21:38,7.6,8.1,,,
2022-09-22,21:39,7.6,8.2,,,
2022-09-22,21:40,7.6,8.2,,,
2022-09-22,21:41,7.8,8.3,,,
2022-09-22,21:42,7.8,8.3,,,
2022-09-22,21:43,7.8,8.3,,,
2022-09-22,21:44,7.9,8.4,,,
2022-09-22,21:45,7.9,8.4,,,
2022-09-22,21:46,8.0,8.5,,,
2022-09-22,21:47,8.0,8.5,,,
2022-09-22,21:48,8.1,8.5,,,
2022-09-22,21:49,8.1,8.6,,,
2022-09-22,21:50,8.1,8.6,,,
2022-09-22,21:51,8.3,8.7,,,
2022-09-22,21:52,8.3,8.7,,,
2022-09-22,21:53,8.3,8.7,,,
2022-09-22,21:54,8.3,8.8,,,
2022-09-22,21:55,8.5,8.8,,,
2022-09-22,21:56,8.5,8.9,,,
